"codi_districte","nom_districte","codi_barri","nom_barri","geometria_etrs89","geometria_wgs84"
"01","Ciutat Vella","01","el Raval","POLYGON ((430164.372950341 4581940.39758424, 430105.024480832 4581881.93614338, 430020.81104253 4581144.24800475, 430326.305130276 4580826.77085795, 430409.953333709 4580743.07160926, 430410.479322632 4580721.83280599, 430594.573622247 4580717.79078929, 430889.595891508 4580691.78194339, 431015.940721784 4580679.78301728, 431028.804602625 4580678.35202674, 431037.349523194 4580676.4550418, 431046.474437634 4580671.92708107, 431056.602341736 4580663.737154, 431073.830175581 4580639.53337328, 431062.638276125 4580630.16746342, 431053.980351312 4580614.12661469, 431050.132382568 4580599.67074984, 431050.050378915 4580584.71188854, 431053.740340581 4580570.21402186, 431060.963270047 4580557.11414117, 431063.879242223 4580554.03716883, 431050.623358251 4580532.55737188, 431098.168910847 4580503.65162579, 431119.602709047 4580490.26274358, 431185.672092493 4580467.63693377, 431201.573937773 4580440.77317812, 431229.297676811 4580423.68932829, 431246.527514547 4580412.8044241, 431584.885329321 4580204.22725747, 431592.403258617 4580199.83929592, 431593.729246244 4580199.39529964, 431595.159232981 4580199.18630116, 431596.627219445 4580199.2423002, 431598.061206303 4580199.56729676, 431599.389194213 4580200.13829107, 431600.555183678 4580200.91028356, 431601.525174994 4580201.82527479, 431610.462096716 4580216.08013997, 431678.989497218 4580327.75308418, 431679.360494162 4580328.99707254, 431679.523493058 4580330.34805996, 431679.441494231 4580331.75004699, 431679.101497781 4580333.13803422, 431678.514503587 4580334.44102232, 431677.714511314 4580335.59601185, 431676.754520462 4580336.5600032, 431534.918855813 4580424.3882311, 431359.541506482 4580531.75828776, 431327.021812631 4580551.94811023, 431272.83032264 4580585.06681927, 431285.326213433 4580605.83462304, 431274.286317369 4580612.71456253, 431260.830443932 4580620.6984925, 431303.555070061 4580690.04483696, 431297.63112582 4580693.69780486, 431290.106196566 4580698.05876666, 431272.251364682 4580709.26766805, 431268.632400389 4580717.06259685, 431248.789587287 4580729.74248519, 431248.341591211 4580729.02849195, 431245.712615966 4580730.68547737, 431246.136612253 4580731.36247096, 431244.971623224 4580732.10046447, 431244.537627027 4580731.41347096, 431241.649654224 4580733.24245486, 431242.101650265 4580733.96444804, 431212.228931529 4580752.70928312, 431223.567833161 4580774.00908231, 431219.317873572 4580778.0190464, 431215.945906141 4580782.91500201, 431213.699928486 4580788.38295199, 431212.599940617 4580795.08089023, 431213.165938365 4580805.14479676, 431216.082914354 4580815.00670448, 431221.162870084 4580823.86862082, 431224.42184116 4580827.7805836, 431170.123365825 4580907.38586176, 431099.819051508 4581032.14372614, 431079.084257206 4581080.73828184, 431060.345442797 4581123.63288979, 431053.170512962 4581137.01876784, 431025.726775298 4581167.75449108, 430947.753530941 4581290.11338003, 430940.654599636 4581300.91928197, 430907.212923731 4581353.49680455, 430803.829925234 4581514.83333981, 430766.745284758 4581573.71880502, 430747.198475636 4581609.46047955, 430684.848088629 4581737.6143103, 430647.747452958 4581812.50562722, 430648.39844676 4581811.85463306, 430602.997893575 4581906.91176556, 430586.648041447 4581896.75886447, 430552.284357495 4581893.31690649, 430164.372950341 4581940.39758424))","POLYGON ((2.16473952857229 41.3859611263672, 2.16403651541555 41.3854294289284, 2.16311459369197 41.3787779892825, 2.16680413968361 41.3759450807174, 2.16781395807005 41.3751984648523, 2.16782268565759 41.3750072188417, 2.17002439452864 41.3749867117466, 2.17355499169484 41.3747778474893, 2.17506707995687 41.3746806167864, 2.17522105778468 41.3746688308478, 2.17532344624898 41.3746524775295, 2.17543306898859 41.3746124773618, 2.17555510093043 41.3745395807199, 2.17576384788879 41.3743230598087, 2.17563109077675 41.3742377450766, 2.17552939198399 41.3740925279968, 2.17548502596203 41.3739619984379, 2.17548574685101 41.3738272611709, 2.17553151647922 41.373696999102, 2.17561937035926 41.3735796309202, 2.17565458631067 41.3735521672747, 2.17549852981005 41.3733575692247, 2.1760703117458 41.3731012952147, 2.17632811342525 41.3729825400129, 2.17712066124424 41.3727844075092, 2.17731384470354 41.3725438125841, 2.17764726813463 41.3723923124737, 2.1778545147621 41.3722957471979, 2.18192369521747 41.3704459811945, 2.18201407742098 41.370407098966, 2.18202998150112 41.3704032127036, 2.18204710251776 41.3704014518411, 2.18206464797558 41.3704020809689, 2.1820817565752 41.3704051299948, 2.18209757006291 41.3704103856474, 2.18211142396608 41.3704174378691, 2.18212291831523 41.3704257613855, 2.18222816353604 41.3705549106319, 2.18303492000392 41.3715665394978, 2.18303921567509 41.3715777752681, 2.18304101234474 41.3715899570948, 2.1830398739323 41.3716025774646, 2.1830356523263 41.3716150498414, 2.1830284870469 41.371626735686, 2.18301879171233 41.3716370704646, 2.18300720486107 41.3716456713896, 2.18130141599491 41.3724246639736, 2.17919232065034 41.3733767786882, 2.17880119895749 41.3735558486567, 2.17814948058459 41.3738495137505, 2.17829653965199 41.3740376306563, 2.17816375547136 41.3740986536721, 2.1780019579295 41.3741694135136, 2.17850495934852 41.3747976450216, 2.17843371181803 41.3748300405852, 2.17834324072309 41.3748686761186, 2.17812847667005 41.3749681069401, 2.17808432021831 41.3750380046203, 2.17784561766146 41.3751505138816, 2.17784034185539 41.3751440448702, 2.17780871868873 41.3751587442716, 2.17781371171865 41.3751648779884, 2.1777996979817 41.375171425358, 2.17779458651573 41.3751652007199, 2.17775984692731 41.3751814271218, 2.17776516964936 41.3751879685316, 2.17740584772535 41.3753542451225, 2.17753901313891 41.3755470555945, 2.17748774013512 41.3755828089853, 2.17744686495455 41.3756266172757, 2.17741938861987 41.3756756735905, 2.17740547563079 41.3757359060151, 2.17741110138921 41.3758265971752, 2.17744486156894 41.37591566994, 2.17750459886228 41.3759959209232, 2.17754312372491 41.3760314334064, 2.17688481681247 41.3767437731788, 2.17602997061676 41.3778614150293, 2.17577650406422 41.3782973165029, 2.17554755011688 41.3786820505874, 2.17546023053008 41.3788019985542, 2.17512856367718 41.3790764742605, 2.17418222370685 41.380171837068, 2.17409610239624 41.3802685533666, 2.17369020755904 41.3807392325144, 2.1724355074904 41.3821834576601, 2.17198530325068 41.3827106308126, 2.17174746616235 41.3830308628688, 2.17098717980178 41.3841797355222, 2.17053492651891 41.3848510609447, 2.17054278625174 41.3848452537631, 2.1699889543436 41.3856974885078, 2.16979458764205 41.3856046339082, 2.16938402319946 41.3855706674316, 2.16473952857229 41.3859611263672))"
"01","Ciutat Vella","02","el Barri Gòtic","POLYGON ((431192.082442968 4581854.86907373, 431156.170785239 4581891.85974159, 431027.965007442 4582025.09954488, 430965.954598277 4582088.58697494, 430839.981798007 4582215.9758318, 430733.796731357 4582058.60632134, 430702.467013908 4582036.49253549, 430630.059650727 4581930.19254186, 430617.295764845 4581917.7736607, 430602.997893575 4581906.91176556, 430648.39844676 4581811.85463306, 430647.747452958 4581812.50562722, 430684.848088629 4581737.6143103, 430747.198475636 4581609.46047955, 430766.745284758 4581573.71880502, 430803.829925234 4581514.83333981, 430907.212923731 4581353.49680455, 430940.654599636 4581300.91928197, 430947.753530941 4581290.11338003, 431025.726775298 4581167.75449108, 431053.170512962 4581137.01876784, 431060.345442797 4581123.63288979, 431079.084257206 4581080.73828184, 431099.819051508 4581032.14372614, 431170.123365825 4580907.38586176, 431224.42184116 4580827.7805836, 431221.162870084 4580823.86862082, 431216.082914354 4580815.00670448, 431213.165938365 4580805.14479676, 431212.599940617 4580795.08089023, 431213.699928486 4580788.38295199, 431215.945906141 4580782.91500201, 431219.317873572 4580778.0190464, 431223.567833161 4580774.00908231, 431212.228931529 4580752.70928312, 431242.101650265 4580733.96444804, 431241.649654224 4580733.24245486, 431244.537627027 4580731.41347096, 431244.971623224 4580732.10046447, 431246.136612253 4580731.36247096, 431245.712615966 4580730.68547737, 431248.341591211 4580729.02849195, 431248.789587287 4580729.74248519, 431268.632400389 4580717.06259685, 431272.251364682 4580709.26766805, 431290.106196566 4580698.05876666, 431297.63112582 4580693.69780486, 431303.555070061 4580690.04483696, 431314.621973288 4580708.23466505, 431427.565984939 4580891.1929355, 431453.692756543 4580934.24752864, 431464.121665197 4580950.82137191, 431494.917395868 4581001.1318964, 431507.022289839 4581020.34371472, 431525.985124105 4581051.66641874, 431617.420324257 4581200.12501547, 431626.178247794 4581214.83187655, 431628.462227734 4581218.26184408, 431635.510161398 4581213.90488236, 431641.800102276 4581210.28591404, 431645.493067477 4581207.86593537, 431654.189977585 4581175.40723363, 431667.130845122 4581131.47763696, 431673.162782925 4581109.47883908, 431682.613685831 4581076.21314461, 431699.612510864 4581015.28870428, 431705.712448629 4580995.28888785, 431693.365556668 4580975.3550763, 431649.941936336 4580904.19474886, 431634.51207115 4580878.57499094, 431557.245747069 4580752.95117846, 431563.830677469 4580723.18745242, 431569.107622194 4580701.0256563, 431645.262905317 4580654.01206948, 431674.728628099 4580636.35622439, 431685.95452525 4580638.95719693, 431697.169426991 4580656.6790293, 431719.251234074 4580693.42768205, 431730.677134124 4580712.00550642, 431733.17311238 4580716.36446527, 431791.065605985 4580810.51657521, 431840.262176101 4580891.94280573, 431848.064107702 4580904.09069079, 431850.316087106 4580904.72768422, 431840.488187879 4580938.59037325, 431829.176304413 4580979.41099823, 431811.278487986 4581041.28942999, 431791.827688166 4581110.84479106, 431783.724771775 4581140.55951805, 431758.106035034 4581230.88268849, 431749.609122613 4581261.73940502, 431741.533205239 4581289.00515471, 431733.571287147 4581317.3998939, 431729.482326677 4581323.44483909, 431701.460589857 4581338.8887043, 431699.680608094 4581344.98864829, 431698.908615567 4581346.16263764, 431696.945634165 4581347.78862315, 431695.381648808 4581348.49761705, 431695.409648581 4581348.60161608, 431673.526854208 4581361.0195075, 431672.997858855 4581360.23051497, 431669.077895653 4581362.33049667, 431669.627890835 4581363.20048845, 431655.306025378 4581371.21041847, 431651.040072322 4581396.74518308, 431642.040158103 4581405.94210052, 431641.067167544 4581407.49808639, 431640.328174862 4581409.17807104, 431639.959178703 4581410.64705753, 431639.927179388 4581411.96204535, 431627.218299118 4581420.22297257, 431623.50333398 4581422.17795556, 431599.179564436 4581442.38877548, 431579.783749281 4581462.15159809, 431514.360372356 4581527.45501232, 431440.982071758 4581602.71133667, 431343.87799701 4581701.49145007, 431192.082442968 4581854.86907373))","POLYGON ((2.17703981017875 41.3852793578426, 2.17660613690924 41.3856094493501, 2.17505773897796 41.3867985181078, 2.17430890071473 41.3873650107516, 2.17278779290007 41.3885015418006, 2.17153585090275 41.3870750270933, 2.17116369638581 41.3868731567988, 2.17030992366122 41.3859095052364, 2.17015870047301 41.3857965514922, 2.1699889543436 41.3856974885078, 2.17054278625174 41.3848452537631, 2.17053492651891 41.3848510609447, 2.17098717980178 41.3841797355222, 2.17174746616235 41.3830308628688, 2.17198530325068 41.3827106308126, 2.1724355074904 41.3821834576601, 2.17369020755904 41.3807392325144, 2.17409610239624 41.3802685533666, 2.17418222370685 41.380171837068, 2.17512856367718 41.3790764742605, 2.17546023053008 41.3788019985542, 2.17554755011688 41.3786820505874, 2.17577650406422 41.3782973165029, 2.17602997061676 41.3778614150293, 2.17688481681247 41.3767437731788, 2.17754312372491 41.3760314334064, 2.17750459886228 41.3759959209232, 2.17744486156894 41.37591566994, 2.17741110138921 41.3758265971752, 2.17740547563079 41.3757359060151, 2.17741938861987 41.3756756735905, 2.17744686495455 41.3756266172757, 2.17748774013512 41.3755828089853, 2.17753901313891 41.3755470555945, 2.17740584772535 41.3753542451225, 2.17776516964936 41.3751879685316, 2.17775984692731 41.3751814271218, 2.17779458651573 41.3751652007199, 2.1777996979817 41.375171425358, 2.17781371171865 41.3751648779884, 2.17780871868873 41.3751587442716, 2.17784034185539 41.3751440448702, 2.17784561766146 41.3751505138816, 2.17808432021831 41.3750380046203, 2.17812847667005 41.3749681069401, 2.17834324072309 41.3748686761186, 2.17843371181803 41.3748300405852, 2.17850495934852 41.3747976450216, 2.17863522697057 41.3749624203961, 2.17996502224571 41.3766199070012, 2.18027256391346 41.3770099137836, 2.18039539419889 41.377160078109, 2.18075795068993 41.3776158334189, 2.18090052604631 41.3777898994037, 2.1811237393858 41.3780736282299, 2.18220034932927 41.3794185296187, 2.18230341745279 41.3795517345204, 2.18233034241014 41.3795828213725, 2.18241511339321 41.3795441782742, 2.18249073693487 41.3795121176194, 2.18253517047136 41.3794906352704, 2.18264282883653 41.3791990274312, 2.18280252846179 41.3788044646767, 2.18287713789451 41.3786068397403, 2.18299390028505 41.3783080271614, 2.18320403467698 41.3777607403184, 2.18327922953377 41.3775811251205, 2.18313383587454 41.3774005386828, 2.18262261624638 41.3767559296734, 2.18244100290758 41.3765238687205, 2.18153127702001 41.3753858411929, 2.18161337512629 41.3751183273823, 2.18167897456007 41.3749191708053, 2.18259487898629 41.3745022041307, 2.1829491940063 41.3743456848358, 2.18308312991023 41.3743700641073, 2.18321523070294 41.3745306318573, 2.18347512617575 41.3748634910606, 2.18360965546586 41.375031785957, 2.18363900950911 41.3750712576781, 2.18432064835309 41.3759241697226, 2.18489975411533 41.3766617226359, 2.1849916799415 41.3767717962113, 2.18501853644549 41.3767777241637, 2.18489721103773 41.3770818840248, 2.18475735693204 41.3774485862859, 2.1845363793116 41.3780043922873, 2.18429596352033 41.3786292101671, 2.18419572528409 41.3788961557778, 2.18387920787899 41.3797074997017, 2.18377412615531 41.3799846970365, 2.1836744823193 41.3802295871139, 2.18357607376997 41.3804846552588, 2.18352649611671 41.380538753481, 2.18318966543749 41.3806754739724, 2.18316769247735 41.3807302633894, 2.18315832847596 41.3807407716544, 2.1831346713729 41.3807552498192, 2.18311588891629 41.3807615027608, 2.18311621202278 41.3807624418284, 2.1828531317472 41.380872428336, 2.18284689483217 41.3808652771755, 2.18279978202901 41.3808838582298, 2.18280626092929 41.380891740714, 2.18263409263531 41.380962667507, 2.18258019907518 41.3811922896666, 2.18247153760615 41.3812743591518, 2.18245972671673 41.3812882908165, 2.18245070006465 41.3813033591838, 2.1824461217627 41.3813165585851, 2.18244559076182 41.3813283995958, 2.18229268128762 41.3814017235648, 2.18224803574633 41.3814190158443, 2.18195488158098 41.3815989815269, 2.1817207070492 41.3817753305461, 2.18093096488902 41.3823579336476, 2.18004495234412 41.383029496303, 2.17887252457881 41.3839108994423, 2.17703981017875 41.3852793578426))"
