Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Concepte,Rang_soroll,Valor
1,Ciutat Vella,1,el Raval,TOTAL_D,<40 dB,7.73%
1,Ciutat Vella,1,el Raval,TOTAL_D,40-45 dB,26.98%
1,Ciutat Vella,1,el Raval,TOTAL_D,45-50 dB,7.38%
1,Ciutat Vella,1,el Raval,TOTAL_D,50-55 dB,11.97%
1,Ciutat Vella,1,el Raval,TOTAL_D,55-60 dB,19.85%
1,Ciutat Vella,1,el Raval,TOTAL_D,60-65 dB,16.87%
1,Ciutat Vella,1,el Raval,TOTAL_D,65-70 dB,7.06%
1,Ciutat Vella,1,el Raval,TOTAL_D,70-75 dB,2.16%
1,Ciutat Vella,1,el Raval,TOTAL_D,75-80 dB,0.00%
1,Ciutat Vella,1,el Raval,TOTAL_D,>=80 dB,0.00%
1,Ciutat Vella,2,el Barri Gòtic,TOTAL_D,<40 dB,4.27%
1,Ciutat Vella,2,el Barri Gòtic,TOTAL_D,40-45 dB,16.87%
1,Ciutat Vella,2,el Barri Gòtic,TOTAL_D,45-50 dB,16.59%
1,Ciutat Vella,2,el Barri Gòtic,TOTAL_D,50-55 dB,12.70%
1,Ciutat Vella,2,el Barri Gòtic,TOTAL_D,55-60 dB,25.01%
1,Ciutat Vella,2,el Barri Gòtic,TOTAL_D,60-65 dB,19.33%
1,Ciutat Vella,2,el Barri Gòtic,TOTAL_D,65-70 dB,2.30%
1,Ciutat Vella,2,el Barri Gòtic,TOTAL_D,70-75 dB,2.90%
1,Ciutat Vella,2,el Barri Gòtic,TOTAL_D,75-80 dB,0.03%
1,Ciutat Vella,2,el Barri Gòtic,TOTAL_D,>=80 dB,0.00%
1,Ciutat Vella,3,la Barceloneta,TOTAL_D,<40 dB,1.23%
1,Ciutat Vella,3,la Barceloneta,TOTAL_D,40-45 dB,9.87%
1,Ciutat Vella,3,la Barceloneta,TOTAL_D,45-50 dB,17.32%
1,Ciutat Vella,3,la Barceloneta,TOTAL_D,50-55 dB,32.48%
1,Ciutat Vella,3,la Barceloneta,TOTAL_D,55-60 dB,22.22%
1,Ciutat Vella,3,la Barceloneta,TOTAL_D,60-65 dB,13.05%
1,Ciutat Vella,3,la Barceloneta,TOTAL_D,65-70 dB,2.65%
1,Ciutat Vella,3,la Barceloneta,TOTAL_D,70-75 dB,0.82%
1,Ciutat Vella,3,la Barceloneta,TOTAL_D,75-80 dB,0.36%
1,Ciutat Vella,3,la Barceloneta,TOTAL_D,>=80 dB,0.00%
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",TOTAL_D,<40 dB,4.98%
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",TOTAL_D,40-45 dB,22.45%
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",TOTAL_D,45-50 dB,17.83%
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",TOTAL_D,50-55 dB,12.61%
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",TOTAL_D,55-60 dB,16.53%
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",TOTAL_D,60-65 dB,17.39%
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",TOTAL_D,65-70 dB,5.49%
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",TOTAL_D,70-75 dB,2.72%
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",TOTAL_D,75-80 dB,0.00%
1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",TOTAL_D,>=80 dB,0.00%
2,Eixample,5,el Fort Pienc,TOTAL_D,<40 dB,0.17%
2,Eixample,5,el Fort Pienc,TOTAL_D,40-45 dB,8.59%
2,Eixample,5,el Fort Pienc,TOTAL_D,45-50 dB,21.82%
2,Eixample,5,el Fort Pienc,TOTAL_D,50-55 dB,3.65%
2,Eixample,5,el Fort Pienc,TOTAL_D,55-60 dB,10.42%
2,Eixample,5,el Fort Pienc,TOTAL_D,60-65 dB,9.41%
2,Eixample,5,el Fort Pienc,TOTAL_D,65-70 dB,34.13%
2,Eixample,5,el Fort Pienc,TOTAL_D,70-75 dB,10.67%
2,Eixample,5,el Fort Pienc,TOTAL_D,75-80 dB,1.14%
2,Eixample,5,el Fort Pienc,TOTAL_D,>=80 dB,0.00%
2,Eixample,6,la Sagrada Família,TOTAL_D,<40 dB,0.10%
2,Eixample,6,la Sagrada Família,TOTAL_D,40-45 dB,1.75%
2,Eixample,6,la Sagrada Família,TOTAL_D,45-50 dB,37.91%
2,Eixample,6,la Sagrada Família,TOTAL_D,50-55 dB,1.36%
2,Eixample,6,la Sagrada Família,TOTAL_D,55-60 dB,4.63%
2,Eixample,6,la Sagrada Família,TOTAL_D,60-65 dB,8.89%
2,Eixample,6,la Sagrada Família,TOTAL_D,65-70 dB,24.65%
2,Eixample,6,la Sagrada Família,TOTAL_D,70-75 dB,20.24%
2,Eixample,6,la Sagrada Família,TOTAL_D,75-80 dB,0.47%
2,Eixample,6,la Sagrada Família,TOTAL_D,>=80 dB,0.00%
2,Eixample,7,la Dreta de l'Eixample,TOTAL_D,<40 dB,0.05%
2,Eixample,7,la Dreta de l'Eixample,TOTAL_D,40-45 dB,1.59%
2,Eixample,7,la Dreta de l'Eixample,TOTAL_D,45-50 dB,30.56%
2,Eixample,7,la Dreta de l'Eixample,TOTAL_D,50-55 dB,3.18%
2,Eixample,7,la Dreta de l'Eixample,TOTAL_D,55-60 dB,7.09%
2,Eixample,7,la Dreta de l'Eixample,TOTAL_D,60-65 dB,9.28%
2,Eixample,7,la Dreta de l'Eixample,TOTAL_D,65-70 dB,24.20%
2,Eixample,7,la Dreta de l'Eixample,TOTAL_D,70-75 dB,21.48%
2,Eixample,7,la Dreta de l'Eixample,TOTAL_D,75-80 dB,2.57%
2,Eixample,7,la Dreta de l'Eixample,TOTAL_D,>=80 dB,0.00%
2,Eixample,8,l'Antiga Esquerra de l'Eixample,TOTAL_D,<40 dB,0.13%
2,Eixample,8,l'Antiga Esquerra de l'Eixample,TOTAL_D,40-45 dB,0.00%
2,Eixample,8,l'Antiga Esquerra de l'Eixample,TOTAL_D,45-50 dB,32.58%
2,Eixample,8,l'Antiga Esquerra de l'Eixample,TOTAL_D,50-55 dB,2.16%
2,Eixample,8,l'Antiga Esquerra de l'Eixample,TOTAL_D,55-60 dB,9.52%
2,Eixample,8,l'Antiga Esquerra de l'Eixample,TOTAL_D,60-65 dB,5.99%
2,Eixample,8,l'Antiga Esquerra de l'Eixample,TOTAL_D,65-70 dB,22.18%
2,Eixample,8,l'Antiga Esquerra de l'Eixample,TOTAL_D,70-75 dB,26.28%
2,Eixample,8,l'Antiga Esquerra de l'Eixample,TOTAL_D,75-80 dB,1.16%
2,Eixample,8,l'Antiga Esquerra de l'Eixample,TOTAL_D,>=80 dB,0.00%
2,Eixample,9,la Nova Esquerra de l'Eixample,TOTAL_D,<40 dB,0.15%
2,Eixample,9,la Nova Esquerra de l'Eixample,TOTAL_D,40-45 dB,7.87%
2,Eixample,9,la Nova Esquerra de l'Eixample,TOTAL_D,45-50 dB,27.66%
2,Eixample,9,la Nova Esquerra de l'Eixample,TOTAL_D,50-55 dB,1.14%
2,Eixample,9,la Nova Esquerra de l'Eixample,TOTAL_D,55-60 dB,7.75%
2,Eixample,9,la Nova Esquerra de l'Eixample,TOTAL_D,60-65 dB,12.85%
2,Eixample,9,la Nova Esquerra de l'Eixample,TOTAL_D,65-70 dB,25.38%
2,Eixample,9,la Nova Esquerra de l'Eixample,TOTAL_D,70-75 dB,16.72%
2,Eixample,9,la Nova Esquerra de l'Eixample,TOTAL_D,75-80 dB,0.48%
2,Eixample,9,la Nova Esquerra de l'Eixample,TOTAL_D,>=80 dB,0.00%
2,Eixample,10,Sant Antoni,TOTAL_D,<40 dB,0.15%
2,Eixample,10,Sant Antoni,TOTAL_D,40-45 dB,7.63%
2,Eixample,10,Sant Antoni,TOTAL_D,45-50 dB,26.82%
2,Eixample,10,Sant Antoni,TOTAL_D,50-55 dB,3.85%
2,Eixample,10,Sant Antoni,TOTAL_D,55-60 dB,7.85%
2,Eixample,10,Sant Antoni,TOTAL_D,60-65 dB,10.13%
2,Eixample,10,Sant Antoni,TOTAL_D,65-70 dB,31.23%
2,Eixample,10,Sant Antoni,TOTAL_D,70-75 dB,12.26%
2,Eixample,10,Sant Antoni,TOTAL_D,75-80 dB,0.08%
2,Eixample,10,Sant Antoni,TOTAL_D,>=80 dB,0.00%
3,Sants-Montjuïc,11,el Poble Sec,TOTAL_D,<40 dB,13.88%
3,Sants-Montjuïc,11,el Poble Sec,TOTAL_D,40-45 dB,23.39%
3,Sants-Montjuïc,11,el Poble Sec,TOTAL_D,45-50 dB,6.46%
3,Sants-Montjuïc,11,el Poble Sec,TOTAL_D,50-55 dB,5.13%
3,Sants-Montjuïc,11,el Poble Sec,TOTAL_D,55-60 dB,20.66%
3,Sants-Montjuïc,11,el Poble Sec,TOTAL_D,60-65 dB,21.96%
3,Sants-Montjuïc,11,el Poble Sec,TOTAL_D,65-70 dB,6.09%
3,Sants-Montjuïc,11,el Poble Sec,TOTAL_D,70-75 dB,2.42%
3,Sants-Montjuïc,11,el Poble Sec,TOTAL_D,75-80 dB,0.01%
3,Sants-Montjuïc,11,el Poble Sec,TOTAL_D,>=80 dB,0.00%
3,Sants-Montjuïc,12,la Marina del Prat Vermell,TOTAL_D,<40 dB,0.96%
3,Sants-Montjuïc,12,la Marina del Prat Vermell,TOTAL_D,40-45 dB,6.25%
3,Sants-Montjuïc,12,la Marina del Prat Vermell,TOTAL_D,45-50 dB,29.19%
3,Sants-Montjuïc,12,la Marina del Prat Vermell,TOTAL_D,50-55 dB,29.80%
3,Sants-Montjuïc,12,la Marina del Prat Vermell,TOTAL_D,55-60 dB,23.02%
3,Sants-Montjuïc,12,la Marina del Prat Vermell,TOTAL_D,60-65 dB,8.69%
3,Sants-Montjuïc,12,la Marina del Prat Vermell,TOTAL_D,65-70 dB,2.00%
3,Sants-Montjuïc,12,la Marina del Prat Vermell,TOTAL_D,70-75 dB,0.09%
3,Sants-Montjuïc,12,la Marina del Prat Vermell,TOTAL_D,75-80 dB,0.00%
3,Sants-Montjuïc,12,la Marina del Prat Vermell,TOTAL_D,>=80 dB,0.00%
3,Sants-Montjuïc,13,la Marina de Port,TOTAL_D,<40 dB,2.44%
3,Sants-Montjuïc,13,la Marina de Port,TOTAL_D,40-45 dB,5.94%
3,Sants-Montjuïc,13,la Marina de Port,TOTAL_D,45-50 dB,13.57%
3,Sants-Montjuïc,13,la Marina de Port,TOTAL_D,50-55 dB,26.69%
3,Sants-Montjuïc,13,la Marina de Port,TOTAL_D,55-60 dB,15.32%
3,Sants-Montjuïc,13,la Marina de Port,TOTAL_D,60-65 dB,21.41%
3,Sants-Montjuïc,13,la Marina de Port,TOTAL_D,65-70 dB,13.03%
3,Sants-Montjuïc,13,la Marina de Port,TOTAL_D,70-75 dB,1.60%
3,Sants-Montjuïc,13,la Marina de Port,TOTAL_D,75-80 dB,0.00%
3,Sants-Montjuïc,13,la Marina de Port,TOTAL_D,>=80 dB,0.00%
3,Sants-Montjuïc,14,la Font de la Guatlla,TOTAL_D,<40 dB,0.02%
3,Sants-Montjuïc,14,la Font de la Guatlla,TOTAL_D,40-45 dB,9.94%
3,Sants-Montjuïc,14,la Font de la Guatlla,TOTAL_D,45-50 dB,31.58%
3,Sants-Montjuïc,14,la Font de la Guatlla,TOTAL_D,50-55 dB,6.50%
3,Sants-Montjuïc,14,la Font de la Guatlla,TOTAL_D,55-60 dB,6.96%
3,Sants-Montjuïc,14,la Font de la Guatlla,TOTAL_D,60-65 dB,15.12%
3,Sants-Montjuïc,14,la Font de la Guatlla,TOTAL_D,65-70 dB,16.01%
3,Sants-Montjuïc,14,la Font de la Guatlla,TOTAL_D,70-75 dB,13.87%
3,Sants-Montjuïc,14,la Font de la Guatlla,TOTAL_D,75-80 dB,0.00%
3,Sants-Montjuïc,14,la Font de la Guatlla,TOTAL_D,>=80 dB,0.00%
3,Sants-Montjuïc,15,Hostafrancs,TOTAL_D,<40 dB,0.45%
3,Sants-Montjuïc,15,Hostafrancs,TOTAL_D,40-45 dB,16.47%
3,Sants-Montjuïc,15,Hostafrancs,TOTAL_D,45-50 dB,19.66%
3,Sants-Montjuïc,15,Hostafrancs,TOTAL_D,50-55 dB,6.40%
3,Sants-Montjuïc,15,Hostafrancs,TOTAL_D,55-60 dB,15.78%
3,Sants-Montjuïc,15,Hostafrancs,TOTAL_D,60-65 dB,18.70%
3,Sants-Montjuïc,15,Hostafrancs,TOTAL_D,65-70 dB,11.02%
3,Sants-Montjuïc,15,Hostafrancs,TOTAL_D,70-75 dB,11.52%
3,Sants-Montjuïc,15,Hostafrancs,TOTAL_D,75-80 dB,0.00%
3,Sants-Montjuïc,15,Hostafrancs,TOTAL_D,>=80 dB,0.00%
3,Sants-Montjuïc,16,la Bordeta,TOTAL_D,<40 dB,1.82%
3,Sants-Montjuïc,16,la Bordeta,TOTAL_D,40-45 dB,20.61%
3,Sants-Montjuïc,16,la Bordeta,TOTAL_D,45-50 dB,8.46%
3,Sants-Montjuïc,16,la Bordeta,TOTAL_D,50-55 dB,10.52%
3,Sants-Montjuïc,16,la Bordeta,TOTAL_D,55-60 dB,12.79%
3,Sants-Montjuïc,16,la Bordeta,TOTAL_D,60-65 dB,16.48%
3,Sants-Montjuïc,16,la Bordeta,TOTAL_D,65-70 dB,28.53%
3,Sants-Montjuïc,16,la Bordeta,TOTAL_D,70-75 dB,0.79%
3,Sants-Montjuïc,16,la Bordeta,TOTAL_D,75-80 dB,0.00%
3,Sants-Montjuïc,16,la Bordeta,TOTAL_D,>=80 dB,0.00%
3,Sants-Montjuïc,17,Sants - Badal,TOTAL_D,<40 dB,7.27%
3,Sants-Montjuïc,17,Sants - Badal,TOTAL_D,40-45 dB,21.45%
3,Sants-Montjuïc,17,Sants - Badal,TOTAL_D,45-50 dB,12.97%
3,Sants-Montjuïc,17,Sants - Badal,TOTAL_D,50-55 dB,4.01%
3,Sants-Montjuïc,17,Sants - Badal,TOTAL_D,55-60 dB,14.14%
3,Sants-Montjuïc,17,Sants - Badal,TOTAL_D,60-65 dB,19.38%
3,Sants-Montjuïc,17,Sants - Badal,TOTAL_D,65-70 dB,12.61%
3,Sants-Montjuïc,17,Sants - Badal,TOTAL_D,70-75 dB,8.17%
3,Sants-Montjuïc,17,Sants - Badal,TOTAL_D,75-80 dB,0.00%
3,Sants-Montjuïc,17,Sants - Badal,TOTAL_D,>=80 dB,0.00%
3,Sants-Montjuïc,18,Sants,TOTAL_D,<40 dB,7.90%
3,Sants-Montjuïc,18,Sants,TOTAL_D,40-45 dB,24.68%
3,Sants-Montjuïc,18,Sants,TOTAL_D,45-50 dB,9.77%
3,Sants-Montjuïc,18,Sants,TOTAL_D,50-55 dB,10.99%
3,Sants-Montjuïc,18,Sants,TOTAL_D,55-60 dB,15.48%
3,Sants-Montjuïc,18,Sants,TOTAL_D,60-65 dB,15.15%
3,Sants-Montjuïc,18,Sants,TOTAL_D,65-70 dB,9.43%
3,Sants-Montjuïc,18,Sants,TOTAL_D,70-75 dB,6.60%
3,Sants-Montjuïc,18,Sants,TOTAL_D,75-80 dB,0.00%
3,Sants-Montjuïc,18,Sants,TOTAL_D,>=80 dB,0.00%
4,Les Corts,19,les Corts,TOTAL_D,<40 dB,0.05%
4,Les Corts,19,les Corts,TOTAL_D,40-45 dB,16.14%
4,Les Corts,19,les Corts,TOTAL_D,45-50 dB,12.73%
4,Les Corts,19,les Corts,TOTAL_D,50-55 dB,7.55%
4,Les Corts,19,les Corts,TOTAL_D,55-60 dB,15.75%
4,Les Corts,19,les Corts,TOTAL_D,60-65 dB,22.09%
4,Les Corts,19,les Corts,TOTAL_D,65-70 dB,14.37%
4,Les Corts,19,les Corts,TOTAL_D,70-75 dB,11.32%
4,Les Corts,19,les Corts,TOTAL_D,75-80 dB,0.00%
4,Les Corts,19,les Corts,TOTAL_D,>=80 dB,0.00%
4,Les Corts,20,la Maternitat i Sant Ramon,TOTAL_D,<40 dB,0.75%
4,Les Corts,20,la Maternitat i Sant Ramon,TOTAL_D,40-45 dB,20.62%
4,Les Corts,20,la Maternitat i Sant Ramon,TOTAL_D,45-50 dB,12.57%
4,Les Corts,20,la Maternitat i Sant Ramon,TOTAL_D,50-55 dB,8.47%
4,Les Corts,20,la Maternitat i Sant Ramon,TOTAL_D,55-60 dB,15.69%
4,Les Corts,20,la Maternitat i Sant Ramon,TOTAL_D,60-65 dB,20.72%
4,Les Corts,20,la Maternitat i Sant Ramon,TOTAL_D,65-70 dB,12.70%
4,Les Corts,20,la Maternitat i Sant Ramon,TOTAL_D,70-75 dB,8.48%
4,Les Corts,20,la Maternitat i Sant Ramon,TOTAL_D,75-80 dB,0.00%
4,Les Corts,20,la Maternitat i Sant Ramon,TOTAL_D,>=80 dB,0.00%
4,Les Corts,21,Pedralbes,TOTAL_D,<40 dB,0.69%
4,Les Corts,21,Pedralbes,TOTAL_D,40-45 dB,5.64%
4,Les Corts,21,Pedralbes,TOTAL_D,45-50 dB,7.32%
4,Les Corts,21,Pedralbes,TOTAL_D,50-55 dB,13.72%
4,Les Corts,21,Pedralbes,TOTAL_D,55-60 dB,31.00%
4,Les Corts,21,Pedralbes,TOTAL_D,60-65 dB,23.91%
4,Les Corts,21,Pedralbes,TOTAL_D,65-70 dB,12.96%
4,Les Corts,21,Pedralbes,TOTAL_D,70-75 dB,4.76%
4,Les Corts,21,Pedralbes,TOTAL_D,75-80 dB,0.00%
4,Les Corts,21,Pedralbes,TOTAL_D,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TOTAL_D,<40 dB,29.15%
5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TOTAL_D,40-45 dB,18.34%
5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TOTAL_D,45-50 dB,18.41%
5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TOTAL_D,50-55 dB,12.75%
5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TOTAL_D,55-60 dB,8.70%
5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TOTAL_D,60-65 dB,6.53%
5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TOTAL_D,65-70 dB,5.03%
5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TOTAL_D,70-75 dB,1.09%
5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TOTAL_D,75-80 dB,0.00%
5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",TOTAL_D,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,23,Sarrià,TOTAL_D,<40 dB,3.57%
5,Sarrià-Sant Gervasi,23,Sarrià,TOTAL_D,40-45 dB,18.27%
5,Sarrià-Sant Gervasi,23,Sarrià,TOTAL_D,45-50 dB,13.17%
5,Sarrià-Sant Gervasi,23,Sarrià,TOTAL_D,50-55 dB,16.56%
5,Sarrià-Sant Gervasi,23,Sarrià,TOTAL_D,55-60 dB,22.03%
5,Sarrià-Sant Gervasi,23,Sarrià,TOTAL_D,60-65 dB,14.55%
5,Sarrià-Sant Gervasi,23,Sarrià,TOTAL_D,65-70 dB,9.42%
5,Sarrià-Sant Gervasi,23,Sarrià,TOTAL_D,70-75 dB,2.41%
5,Sarrià-Sant Gervasi,23,Sarrià,TOTAL_D,75-80 dB,0.02%
5,Sarrià-Sant Gervasi,23,Sarrià,TOTAL_D,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,24,les Tres Torres,TOTAL_D,<40 dB,0.25%
5,Sarrià-Sant Gervasi,24,les Tres Torres,TOTAL_D,40-45 dB,17.23%
5,Sarrià-Sant Gervasi,24,les Tres Torres,TOTAL_D,45-50 dB,18.17%
5,Sarrià-Sant Gervasi,24,les Tres Torres,TOTAL_D,50-55 dB,16.20%
5,Sarrià-Sant Gervasi,24,les Tres Torres,TOTAL_D,55-60 dB,19.83%
5,Sarrià-Sant Gervasi,24,les Tres Torres,TOTAL_D,60-65 dB,13.33%
5,Sarrià-Sant Gervasi,24,les Tres Torres,TOTAL_D,65-70 dB,9.86%
5,Sarrià-Sant Gervasi,24,les Tres Torres,TOTAL_D,70-75 dB,5.13%
5,Sarrià-Sant Gervasi,24,les Tres Torres,TOTAL_D,75-80 dB,0.00%
5,Sarrià-Sant Gervasi,24,les Tres Torres,TOTAL_D,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TOTAL_D,<40 dB,0.30%
5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TOTAL_D,40-45 dB,12.60%
5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TOTAL_D,45-50 dB,18.14%
5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TOTAL_D,50-55 dB,11.92%
5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TOTAL_D,55-60 dB,20.03%
5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TOTAL_D,60-65 dB,15.07%
5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TOTAL_D,65-70 dB,10.80%
5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TOTAL_D,70-75 dB,11.14%
5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TOTAL_D,75-80 dB,0.00%
5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,TOTAL_D,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TOTAL_D,<40 dB,0.07%
5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TOTAL_D,40-45 dB,9.68%
5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TOTAL_D,45-50 dB,16.89%
5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TOTAL_D,50-55 dB,9.52%
5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TOTAL_D,55-60 dB,17.88%
5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TOTAL_D,60-65 dB,17.62%
5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TOTAL_D,65-70 dB,12.19%
5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TOTAL_D,70-75 dB,15.35%
5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TOTAL_D,75-80 dB,0.80%
5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,TOTAL_D,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TOTAL_D,<40 dB,0.14%
5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TOTAL_D,40-45 dB,9.46%
5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TOTAL_D,45-50 dB,18.88%
5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TOTAL_D,50-55 dB,11.39%
5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TOTAL_D,55-60 dB,14.86%
5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TOTAL_D,60-65 dB,19.86%
5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TOTAL_D,65-70 dB,9.55%
5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TOTAL_D,70-75 dB,15.38%
5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TOTAL_D,75-80 dB,0.48%
5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,TOTAL_D,>=80 dB,0.00%
6,Gràcia,28,Vallcarca i els Penitents,TOTAL_D,<40 dB,2.27%
6,Gràcia,28,Vallcarca i els Penitents,TOTAL_D,40-45 dB,8.52%
6,Gràcia,28,Vallcarca i els Penitents,TOTAL_D,45-50 dB,24.19%
6,Gràcia,28,Vallcarca i els Penitents,TOTAL_D,50-55 dB,14.42%
6,Gràcia,28,Vallcarca i els Penitents,TOTAL_D,55-60 dB,12.41%
6,Gràcia,28,Vallcarca i els Penitents,TOTAL_D,60-65 dB,15.25%
6,Gràcia,28,Vallcarca i els Penitents,TOTAL_D,65-70 dB,14.81%
6,Gràcia,28,Vallcarca i els Penitents,TOTAL_D,70-75 dB,8.13%
6,Gràcia,28,Vallcarca i els Penitents,TOTAL_D,75-80 dB,0.00%
6,Gràcia,28,Vallcarca i els Penitents,TOTAL_D,>=80 dB,0.00%
6,Gràcia,29,el Coll,TOTAL_D,<40 dB,3.82%
6,Gràcia,29,el Coll,TOTAL_D,40-45 dB,14.84%
6,Gràcia,29,el Coll,TOTAL_D,45-50 dB,11.15%
6,Gràcia,29,el Coll,TOTAL_D,50-55 dB,9.85%
6,Gràcia,29,el Coll,TOTAL_D,55-60 dB,21.80%
6,Gràcia,29,el Coll,TOTAL_D,60-65 dB,14.31%
6,Gràcia,29,el Coll,TOTAL_D,65-70 dB,14.00%
6,Gràcia,29,el Coll,TOTAL_D,70-75 dB,10.23%
6,Gràcia,29,el Coll,TOTAL_D,75-80 dB,0.00%
6,Gràcia,29,el Coll,TOTAL_D,>=80 dB,0.00%
6,Gràcia,30,la Salut,TOTAL_D,<40 dB,2.40%
6,Gràcia,30,la Salut,TOTAL_D,40-45 dB,9.21%
6,Gràcia,30,la Salut,TOTAL_D,45-50 dB,14.45%
6,Gràcia,30,la Salut,TOTAL_D,50-55 dB,13.34%
6,Gràcia,30,la Salut,TOTAL_D,55-60 dB,16.10%
6,Gràcia,30,la Salut,TOTAL_D,60-65 dB,13.89%
6,Gràcia,30,la Salut,TOTAL_D,65-70 dB,20.91%
6,Gràcia,30,la Salut,TOTAL_D,70-75 dB,7.56%
6,Gràcia,30,la Salut,TOTAL_D,75-80 dB,2.14%
6,Gràcia,30,la Salut,TOTAL_D,>=80 dB,0.00%
6,Gràcia,31,la Vila de Gràcia,TOTAL_D,<40 dB,2.95%
6,Gràcia,31,la Vila de Gràcia,TOTAL_D,40-45 dB,25.94%
6,Gràcia,31,la Vila de Gràcia,TOTAL_D,45-50 dB,6.81%
6,Gràcia,31,la Vila de Gràcia,TOTAL_D,50-55 dB,10.85%
6,Gràcia,31,la Vila de Gràcia,TOTAL_D,55-60 dB,17.72%
6,Gràcia,31,la Vila de Gràcia,TOTAL_D,60-65 dB,17.46%
6,Gràcia,31,la Vila de Gràcia,TOTAL_D,65-70 dB,13.31%
6,Gràcia,31,la Vila de Gràcia,TOTAL_D,70-75 dB,4.27%
6,Gràcia,31,la Vila de Gràcia,TOTAL_D,75-80 dB,0.69%
6,Gràcia,31,la Vila de Gràcia,TOTAL_D,>=80 dB,0.00%
6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,TOTAL_D,<40 dB,0.16%
6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,TOTAL_D,40-45 dB,12.59%
6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,TOTAL_D,45-50 dB,19.10%
6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,TOTAL_D,50-55 dB,4.95%
6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,TOTAL_D,55-60 dB,15.36%
6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,TOTAL_D,60-65 dB,13.22%
6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,TOTAL_D,65-70 dB,22.63%
6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,TOTAL_D,70-75 dB,11.99%
