"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_conductor","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud","Latitud"
"2017S006156    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701629,"Isaac Newton","0024 0024","Divendres","2017",7,"Juliol","14","17","No respectar distàncies","Tarda","427429.54 ","4585230.89","2.13053794659011","41.4135090192984"
"2017S007843    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701629,"Isaac Newton","0036U0036U","Divendres","2017",9,"Setembre","22","08","No respectar distàncies","Matí","427517.5  ","4585278.82","2.13158456319282","41.4139486484710"
"2017S001395    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",44221,"Bohemis","0002 0002","Diumenge","2017",2,"Febrer","19","20","No determinada","Tarda","428071.37 ","4584587.65","2.13829341594925","41.4077733744336"
"2017S003450    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701501,"B-20 (Llobregat)","0007E0000","Dimarts","2017",4,"Abril","18","07","Manca d'atenció a la conducció","Matí","427018.54 ","4584886.84","2.12566223423145","41.4103730659398"
"2017S001658    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",58780,"Mas Sauró","0002 0020","Dimarts","2017",2,"Febrer","28","18","Desobeir semàfor","Tarda","428875.94 ","4584366.28","2.14794461339286","41.4058512348663"
"2017S004046    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",72001,"Castanyer","0033 0033","Diumenge","2017",5,"Maig","7","18","Manca precaució efectuar marxa enrera","Tarda","428200.35 ","4584557.5 ","2.13983999563677","41.4075133666977"
"2017S001056    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",8079,"Malva","0013 0015","Dimecres","2017",2,"Febrer","8","15","Altres","Tarda","428500.99 ","4585023.45","2.14338146516126","41.4117368108939"
"2017S007603    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",32700,"Balmes","0396 0396","Dijous","2017",9,"Setembre","14","12","Manca d'atenció a la conducció","Matí","428149.9  ","4584379.12","2.13925765548853","41.4059022591737"
"2017S004998    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",143904,"General Mitre","0188 0188","Dimecres","2017",6,"Juny","7","21","Gir indegut o sense precaució","Tarda","428472.36 ","4584299.04","2.14312463802783","41.4052097916553"
"2017S004824    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",279600,"República Argentina","0065 0065","Dijous","2017",6,"Juny","1","15","Canvi de carril sense precaució","Tarda","428731.08 ","4584795.01","2.14616115424487","41.4096997964458"
"2017S007493    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",279600,"República Argentina","0015 0015","Divendres","2017",9,"Setembre","8","23","No determinada","Nit","428874.88 ","4584568.91","2.14790809866212","41.4076761507809"
"2017S006085    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",279600,"República Argentina","0051 0051","Dimecres","2017",7,"Juliol","12","22","Manca precaució efectuar marxa enrera","Nit","428771.26 ","4584726.66","2.14664989874577","41.4090877597550"
"2017S003939    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",123408,"Lesseps","0030 0030","Dijous","2017",5,"Maig","4","08","Desobeir semàfor","Matí","429011.16 ","4584399.41","2.14955832978028","41.4061615867708"
"2017S004637    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",143904,"General Mitre","0242 0242","Divendres","2017",5,"Maig","26","09","No determinada","Matí","428974.92 ","4584384.64","2.14912653175021","41.4060253551606"
"2017S009260    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",32700,"Balmes","0338 0338","Dijous","2017",11,"Novembre","9","09","Manca d'atenció a la conducció","Matí","428494.61 ","4584080.41","2.14341665686820","41.4032426586403"
"2017S003303    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",369306,"Saragossa","0132 0134","Dilluns","2017",4,"Abril","10","21","Manca d'atenció a la conducció","Tarda","428507.39 ","4584333.91","2.14353956665715","41.4055269706744"
"2017S004039    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",700059,"Vallvidrera a les Planes","0010 0018","Diumenge","2017",5,"Maig","7","10","No cedir la dreta","Matí","424574.93 ","4586056.66","2.09628223669849","41.4206832376774"
"2017S010733    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",202050,"Mas Guimbau","0064 0066","Dijous","2017",12,"Desembre","28","19","Altres","Tarda","424208.09 ","4586359.06","2.09185495152883","41.4233722402168"
"2017S002483    ",6,"Gràcia",28,"Vallcarca i els Penitents",141400,"Garriguella","0012I0012I","Dimarts","2017",3,"Març","28","17","No determinada","Tarda","428999.48 ","4584614.21","2.14939338202740","41.4080951752199"
"2017S010117    ",6,"Gràcia",28,"Vallcarca i els Penitents",148409,"Sant Cugat","000000000","Dilluns","2017",12,"Desembre","4","15","Manca d'atenció a la conducció","Tarda","428121.82 ","4585676.23","2.13876751734954","41.4175822753703"
"2017S004143    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",206458,"Major del Rectoret","0055 0055","Dimarts","2017",5,"Maig","9","20","Altres","Tarda","424530.8  ","4586546.57","2.09569301580962","41.4250914455749"
"2017S004204    ",6,"Gràcia",28,"Vallcarca i els Penitents",701103,"Alfonso Comín","0016 0016","Dijous","2017",5,"Maig","11","19","Altres","Tarda","427928.6  ","4585364.41","2.13649284516996","41.4147565249835"
"2017S003023    ",6,"Gràcia",28,"Vallcarca i els Penitents",701267,"Dalt (Besòs)","0006E0000","Dissabte","2017",4,"Abril","1","12","Altres","Matí","428595.78 ","4586932.16","2.14428997175599","41.4289361990640"
"2017S001542    ",6,"Gràcia",28,"Vallcarca i els Penitents",158107,"Vallcarca","0121 0121","Divendres","2017",2,"Febrer","24","15","Canvi de carril sense precaució","Tarda","429028.74 ","4584584.1 ","2.14974695897620","41.4078265722788"
"2017S010571    ",6,"Gràcia",28,"Vallcarca i els Penitents",701103,"Alfonso Comín","0001 0001","Dijous","2017",12,"Desembre","21","19","Manca d'atenció a la conducció","Tarda","428060.85 ","4585299.95","2.13808280447584","41.4141878207590"
"2017S001059    ",6,"Gràcia",28,"Vallcarca i els Penitents",141400,"Garriguella","0001 0001B","Dimecres","2017",2,"Febrer","8","17","No determinada","Tarda","428747.25 ","4584920.53","2.14633981022216","41.4108317400628"
"2017S006088    ",6,"Gràcia",28,"Vallcarca i els Penitents",147508,"Gomis","0003 0003","Dijous","2017",7,"Juliol","13","09","Manca d'atenció a la conducció","Matí","428419.86 ","4585052.88","2.14240735501041","41.4119946471947"
"2017S008531    ",6,"Gràcia",28,"Vallcarca i els Penitents",701103,"Alfonso Comín","0005 0005","Dimarts","2017",10,"Octubre","17","10","Altres","Matí","428064.9  ","4585426.69","2.13811617635509","41.4153296770846"
"2017S008910    ",6,"Gràcia",28,"Vallcarca i els Penitents",123408,"Lesseps","0021X0021X","Divendres","2017",10,"Octubre","27","21","Altres","Tarda","428997.24 ","4584396.23","2.14939218061475","41.4061317152890"
"2017S001313    ",6,"Gràcia",28,"Vallcarca i els Penitents",229908,"Mare de Déu del Coll","0068B0068B","Dijous","2017",2,"Febrer","16","20","Manca d'atenció a la conducció","Tarda","428633.53 ","4585058.85","2.14496297272080","41.4120674344771"
"2017S004349    ",6,"Gràcia",28,"Vallcarca i els Penitents",123408,"Lesseps","0019 0019","Dimarts","2017",5,"Maig","16","15","Desobeir semàfor","Tarda","429114.54 ","4584611.01","2.15077024123909","41.4080765177684"
"2017S007042    ",6,"Gràcia",28,"Vallcarca i els Penitents",69200,"Ca l'Alegre","0015 0015","Dijous","2017",8,"Agost","17","14","Manca d'atenció a la conducció","Tarda","428022.17 ","4585473.76","2.13759932906393","41.4157497871632"
"2017S004222    ",6,"Gràcia",28,"Vallcarca i els Penitents",69200,"Ca l'Alegre","0015 0015","Divendres","2017",5,"Maig","12","12","Manca d'atenció a la conducció","Matí","428022.17 ","4585473.76","2.13759932906393","41.4157497871632"
"2017S006411    ",6,"Gràcia",28,"Vallcarca i els Penitents",69200,"Ca l'Alegre","0015 0015","Dissabte","2017",7,"Juliol","22","18","No respectar distàncies","Tarda","428022.17 ","4585473.76","2.13759932906393","41.4157497871632"
"2017S001274    ",6,"Gràcia",28,"Vallcarca i els Penitents",44301,"Bolívar","0040 0040","Dimecres","2017",2,"Febrer","15","14","Desobeir semàfor","Tarda","428468.07 ","4585116.51","2.14297660421250","41.4125720325622"
"2017S000843    ",6,"Gràcia",28,"Vallcarca i els Penitents",44301,"Bolívar","0047 0047","Dimarts","2017",1,"Gener","31","21","Manca d'atenció a la conducció","Tarda","428500.99 ","4585023.45","2.14338146516126","41.4117368108939"
"2017S004849    ",6,"Gràcia",28,"Vallcarca i els Penitents",229908,"Mare de Déu del Coll","0063 0063","Divendres","2017",6,"Juny","2","10","Manca precaució incorporació circulació","Matí","428914.96 ","4584843.31","2.14835531834565","41.4101511129262"
"2017S001500    ",6,"Gràcia",28,"Vallcarca i els Penitents",153602,"Gustavo Bécquer","0045 0045","Dijous","2017",2,"Febrer","23","14","No respectar distàncies","Tarda","428175.88 ","4585794.94","2.13940023099297","41.4186562838019"
"2017S001939    ",6,"Gràcia",28,"Vallcarca i els Penitents",153602,"Gustavo Bécquer","0045B0045B","Dijous","2017",3,"Març","9","16","No respectar distàncies","Tarda","428210.43 ","4585888.55","2.13980250435106","41.4195024793642"
"2017S001502    ",6,"Gràcia",28,"Vallcarca i els Penitents",153602,"Gustavo Bécquer","0045B0045B","Dijous","2017",2,"Febrer","23","14","Altres","Tarda","428210.43 ","4585888.55","2.13980250435106","41.4195024793642"
"2017S001502    ",6,"Gràcia",28,"Vallcarca i els Penitents",153602,"Gustavo Bécquer","0045B0045B","Dijous","2017",2,"Febrer","23","14","No respectar distàncies","Tarda","428210.43 ","4585888.55","2.13980250435106","41.4195024793642"
"2017S004543    ",6,"Gràcia",30,"la Salut",344000,"Dalt","0066 0070","Dilluns","2017",5,"Maig","22","22","Desconegut","Nit","429552.92 ","4584816.7 ","2.15599069992344","41.4099676639130"
"2017S001804    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",700165,"Llenega","0003 0003","Divendres","2017",3,"Març","3","21","Manca precaució incorporació circulació","Tarda","428295.8  ","4585984.14","2.14081263482059","41.4203710473255"
"2017S007390    ",6,"Gràcia",30,"la Salut",344000,"Dalt","0098U0098U","Dilluns","2017",9,"Setembre","4","17","Manca d'atenció a la conducció","Tarda","429664.08 ","4584912.09","2.15730947016360","41.4108365497653"
"2017S003859    ",6,"Gràcia",31,"la Vila de Gràcia",340406,"Torrent de les Flors","0109 0109","Dilluns","2017",5,"Maig","1","20","Desconegut","Tarda","429726.5  ","4584634.24","2.15808854054288","41.4083395220735"
"2017S006512    ",6,"Gràcia",28,"Vallcarca i els Penitents",230000,"Mare de Déu del Coll","0015 0015","Dimecres","2017",7,"Juliol","26","08","Desobeir altres senyals","Matí","428611.95 ","4585289.85","2.14467751156224","41.4141460396190"
"2017S000522    ",6,"Gràcia",30,"la Salut",83609,"Coll del Portell","0043 0043","Dijous","2017",1,"Gener","19","20","No determinada","Tarda","429241.33 ","4584658.67","2.15228147605287","41.4085169540657"
"2017S007931    ",6,"Gràcia",29,"el Coll",230000,"Mare de Déu del Coll","0081 0081","Dilluns","2017",9,"Setembre","25","19","Altres","Tarda","428950.45 ","4585850.54","2.14866150873037","41.4192259727510"
"2017S006232    ",6,"Gràcia",29,"el Coll",230000,"Mare de Déu del Coll","0114 0114","Dilluns","2017",7,"Juliol","17","13","Desconegut","Matí","428935.29 ","4585809.37","2.14848495744978","41.4188538294556"
"2017S010273    ",6,"Gràcia",29,"el Coll",306805,"Sant Marià","0010 0010","Dimarts","2017",12,"Desembre","12","08","Altres","Matí","428943.32 ","4585707.54","2.14859301081809","41.4179373986235"
"2017S008657    ",6,"Gràcia",30,"la Salut",344000,"Dalt","0001 0001","Divendres","2017",10,"Octubre","20","08","Manca precaució efectuar marxa enrera","Matí","429146.55 ","4584580.56","2.15115675094682","41.4078050909045"
"2017S007242    ",6,"Gràcia",31,"la Vila de Gràcia",90502,"Còrsega","0321 0321","Dimarts","2017",8,"Agost","29","00","No respectar distàncies","Nit","429831.32 ","4583321.36","2.15949484763067","41.3965240424756"
"2017S008451    ",6,"Gràcia",31,"la Vila de Gràcia",90502,"Còrsega","0329 0329","Divendres","2017",10,"Octubre","13","23","Manca d'atenció a la conducció","Nit","429891.39 ","4583409.59","2.16020312573619","41.3973239437318"
"2017S005790    ",6,"Gràcia",31,"la Vila de Gràcia",201501,"Martínez de la Rosa","0053B0053B","Dimarts","2017",7,"Juliol","4","08","Desobeir altres senyals","Matí","429746.68 ","4583750.98","2.15843256710990","41.4003860827057"
"2017S003909    ",6,"Gràcia",31,"la Vila de Gràcia",322801,"Sèneca","0005 0005","Dimecres","2017",5,"Maig","3","09","Manca precaució efectuar marxa enrera","Matí","429612.12 ","4583410.66","2.15686258784434","41.3973091623492"
"2017S005811    ",6,"Gràcia",29,"el Coll",230000,"Mare de Déu del Coll","0058 0058","Dimarts","2017",7,"Juliol","4","11","No respectar distàncies","Matí","428825.35 ","4585575.62","2.14719703794611","41.4167387990814"
"2017S009176    ",6,"Gràcia",31,"la Vila de Gràcia",206403,"Gran de Gràcia","0072 0072","Dimarts","2017",11,"Novembre","7","08","Desobeir semàfor","Matí","429497.51 ","4583693.13","2.15545879085587","41.3998432194263"
"2017S005583    ",6,"Gràcia",29,"el Coll",340905,"Torrent del Remei","0013 0013","Dilluns","2017",6,"Juny","26","22","Desconegut","Nit","428910.2  ","4585486.12","2.14822277533918","41.4159402259854"
"2017S003096    ",6,"Gràcia",31,"la Vila de Gràcia",267000,"Riera de Cassoles","0038 0038","Dilluns","2017",4,"Abril","3","11","Manca d'atenció a la conducció","Matí","429064.44 ","4584142.51","2.15022584385355","41.4038524934718"
"2017S004248    ",6,"Gràcia",31,"la Vila de Gràcia",206403,"Gran de Gràcia","0124 0124","Dissabte","2017",5,"Maig","13","00","Desconegut","Nit","429348.81 ","4583864.56","2.15366006469740","41.4013741630937"
"2017S001394    ",6,"Gràcia",31,"la Vila de Gràcia",28000,"Augusta","0080 0080","Diumenge","2017",2,"Febrer","19","23","Gir indegut o sense precaució","Nit","429348.81 ","4583864.56","2.15366006469740","41.4013741630937"
"2017S007784    ",6,"Gràcia",31,"la Vila de Gràcia",356803,"Verdi","0018 0018","Dimecres","2017",9,"Setembre","20","14","Altres","Tarda","429660.57 ","4584108.77","2.15736092677180","41.4036010338071"
"2017S006133    ",6,"Gràcia",31,"la Vila de Gràcia",206403,"Gran de Gràcia","0067 0067","Divendres","2017",7,"Juliol","14","01","Desobeir semàfor","Nit","429497.51 ","4583693.13","2.15545879085587","41.3998432194263"
"2017S007766    ",6,"Gràcia",31,"la Vila de Gràcia",344000,"Dalt","0036 0036","Dimarts","2017",9,"Setembre","19","22","Altres","Nit","429364.42 ","4584698.5 ","2.15374938192064","41.4088865233975"
"2017S001038    ",6,"Gràcia",31,"la Vila de Gràcia",301700,"Sant Gabriel","0020 0020","Dimecres","2017",2,"Febrer","8","08","No respectat pas de vianants","Matí","429899.94 ","4583368.53","2.16031015213863","41.3969548764986"
"2017S008559    ",6,"Gràcia",31,"la Vila de Gràcia",144601,"Diagonal","0478 0480","Dimecres","2017",10,"Octubre","18","05","No determinada","Nit","429514.18 ","4583218.13","2.15571353667402","41.3955665262035"
"2017S003636    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",90502,"Còrsega","0439 0441","Diumenge","2017",4,"Abril","23","21","Canvi de carril sense precaució","Tarda","430411.16 ","4583904.05","2.16636334164670","41.4018225686843"
"2017S003338    ",6,"Gràcia",31,"la Vila de Gràcia",123408,"Lesseps","0013 0013","Dimecres","2017",4,"Abril","12","15","Gir indegut o sense precaució","Tarda","429159.04 ","4584532.42","2.15131181056009","41.4073726140792"
"2017S009814    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",297001,"Sant Antoni Maria Claret","0016 0018","Dissabte","2017",11,"Novembre","25","12","Gir indegut o sense precaució","Matí","430228.01 ","4584092.68","2.16415072569099","41.4035056069779"
"2017S009814    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",297001,"Sant Antoni Maria Claret","0016 0018","Dissabte","2017",11,"Novembre","25","12","Avançament defectuós/improcedent","Matí","430228.01 ","4584092.68","2.16415072569099","41.4035056069779"
"2017S010785    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",156101,"Hipòlit Lázaro","0013 0013","Diumenge","2017",12,"Desembre","31","19","Altres","Tarda","430265.72 ","4584423.93","2.16456362886124","41.4064923356394"
"2017S010103    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",297001,"Sant Antoni Maria Claret","0045 0045","Dilluns","2017",12,"Desembre","4","09","Manca d'atenció a la conducció","Matí","430459.11 ","4584307.47","2.16689053490306","41.4054601883020"
"2017S007620    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",297001,"Sant Antoni Maria Claret","0029 0029","Dijous","2017",9,"Setembre","14","19","Manca precaució incorporació circulació","Tarda","430321.69 ","4584187.34","2.16526045571492","41.4043663090016"
"2017S009096    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",297001,"Sant Antoni Maria Claret","0041 0043","Divendres","2017",11,"Novembre","3","19","Altres","Tarda","430375.92 ","4584255.83","2.16590129930372","41.4049878775313"
"2017S003955    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",286504,"Roger de Flor","0261 0261","Dijous","2017",5,"Maig","4","11","Manca precaució incorporació circulació","Matí","430414.81 ","4584094.5 ","2.16638509079615","41.4035382034944"
"2017S003333    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",305100,"Sant Joan","0150 0150","Dimecres","2017",4,"Abril","12","13","Gir indegut o sense precaució","Matí","430411.16 ","4583904.05","2.16636334164670","41.4018225686843"
"2017S007774    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",76807,"Sardenya","0331 0331","Dimecres","2017",9,"Setembre","20","11","Canvi de carril sense precaució","Matí","430874.67 ","4584211.13","2.17187279340055","41.4046283583257"
"2017S009525    ",6,"Gràcia",31,"la Vila de Gràcia",206403,"Gran de Gràcia","0208 0208","Dijous","2017",11,"Novembre","16","19","Manca d'atenció a la conducció","Tarda","429206.33 ","4584149.85","2.15192233099201","41.4039311201408"
"2017S006655    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",76807,"Sardenya","0463 0463","Dimarts","2017",8,"Agost","1","00","Desobeir semàfor","Nit","430378.24 ","4584705.25","2.16587730566049","41.4090358487319"
"2017S001110    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",90309,"Conradí","0022 0022","Dijous","2017",2,"Febrer","9","22","Manca d'atenció a la conducció","Nit","430118.37 ","4583998.95","2.16285000039747","41.4026518822676"
"2017S004241    ",6,"Gràcia",31,"la Vila de Gràcia",344101,"Gràcia","0269 0269","Divendres","2017",5,"Maig","12","18","No respectar distàncies","Tarda","430145.54 ","4584239.07","2.16314727848678","41.4048169228194"
"2017S007301    ",6,"Gràcia",31,"la Vila de Gràcia",88500,"Congost","0041 0041","Dijous","2017",8,"Agost","31","07","Desconegut","Matí","429804.75 ","4584440.83","2.15904711865642","41.4066043916925"
"2017S007254    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",289105,"Rosselló","0381 0381","Dimecres","2017",8,"Agost","30","14","Canvi de carril sense precaució","Tarda","430747.64 ","4584030.13","2.17037390969312","41.4029872087789"
"2017S002175    ",6,"Gràcia",31,"la Vila de Gràcia",5004,"Alba","0001 0001","Divendres","2017",3,"Març","17","23","Altres","Nit","429998.89 ","4584507.97","2.16136183180302","41.4072260419736"
"2017S008942    ",6,"Gràcia",31,"la Vila de Gràcia",31300,"Bailèn","0221 0221","Diumenge","2017",10,"Octubre","29","14","Manca precaució incorporació circulació","Tarda","430132.33 ","4584001.19","2.16301673429143","41.4026732715313"
"2017S006164    ",7,"Horta-Guinardó",38,"la Teixonera",701268,"Dalt (Llobregat)","001050000","Dissabte","2017",7,"Juliol","15","01","Desconegut","Nit","428373.45 ","4586366.57","2.14169641394688","41.4238223630632"
"2017S000422    ",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",60705,"Cànoves","0072 0072","Dilluns","2017",1,"Gener","16","16","Manca d'atenció a la conducció","Tarda","430222.03 ","4584287.49","2.16405671255835","41.4052596736116"
"2017S001640    ",7,"Horta-Guinardó",38,"la Teixonera",701656,"Numen Mestre","0006 0006","Dimarts","2017",2,"Febrer","28","08","Manca d'atenció a la conducció","Matí","429790.59 ","4584807.53","2.15883514224911","41.4099058870717"
"2017S001389    ",7,"Horta-Guinardó",38,"la Teixonera",322200,"Segur","0061 0063","Diumenge","2017",2,"Febrer","19","17","Desobeir altres senyals","Tarda","428955.15 ","4586273.26","2.14866804320269","41.4230336549438"
"2017S008442    ",7,"Horta-Guinardó",38,"la Teixonera",120603,"Fastenrath","0105 0105","Divendres","2017",10,"Octubre","13","19","Desobeir altres senyals","Tarda","428955.15 ","4586273.26","2.14866804320269","41.4230336549438"
"2017S000427    ",7,"Horta-Guinardó",38,"la Teixonera",295006,"Samaniego","0005 0005","Dilluns","2017",1,"Gener","16","19","Altres","Tarda","429097.45 ","4586154.47","2.15038473426693","41.4219763437051"
"2017S003225    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",268105,"Providència","0126 0126","Divendres","2017",4,"Abril","7","12","Desobeir altres senyals","Matí","429987.84 ","4584711   ","2.16120613046464","41.4090536970433"
"2017S005669    ",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",701267,"Dalt (Besòs)","001030000","Dijous","2017",6,"Juny","29","18","No respectar distàncies","Tarda","428315.58 ","4586172.27","2.14102699182332","41.4220672204185"
"2017S006856    ",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",701267,"Dalt (Besòs)","001060000","Dimecres","2017",8,"Agost","9","06","Manca d'atenció a la conducció","Matí","428773.49 ","4587500.25","2.14634962665044","41.4340685328389"
"2017S004584    ",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",701267,"Dalt (Besòs)","001060000","Dimarts","2017",5,"Maig","23","13","No determinada","Matí","428265.85 ","4586521.52","2.14039046966346","41.4252083218118"
"2017S007635    ",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",701267,"Dalt (Besòs)","001060000","Divendres","2017",9,"Setembre","15","11","Manca d'atenció a la conducció","Matí","428373.45 ","4586366.57","2.14169641394688","41.4238223630632"
"2017S008632    ",7,"Horta-Guinardó",38,"la Teixonera",230000,"Mare de Déu del Coll","0125 0125","Dijous","2017",10,"Octubre","19","16","Altres","Tarda","429114.22 ","4586123.58","2.15058902355622","41.4216996110615"
"2017S001900    ",7,"Horta-Guinardó",38,"la Teixonera",318305,"Santa Rosalia","0163 0163","Dimecres","2017",3,"Març","8","15","No respectar distàncies","Tarda","428373.45 ","4586366.57","2.14169641394688","41.4238223630632"
"2017S006725    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",352507,"Vall d'Hebron","0138 0160","Dijous","2017",8,"Agost","3","12","Manca d'atenció a la conducció","Matí","428507.04 ","4586566.4 ","2.14327131051035","41.4256340561185"
"2017S005259    ",7,"Horta-Guinardó",42,"la Clota",700921,"Clota","0005 0005","Dijous","2017",6,"Juny","15","22","Envair calçada contrària","Nit","429142.44 ","4586622.06","2.15086823148712","41.4261917085011"
"2017S004912    ",7,"Horta-Guinardó",38,"la Teixonera",332408,"Taxonera","0001 0001","Diumenge","2017",6,"Juny","4","15","Desconegut","Tarda","428836.21 ","4586226.19","2.14725036101090","41.4225991791540"
"2017S010677    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",152905,"Guinardó","0010 0010","Dimarts","2017",12,"Desembre","26","18","Desconegut","Tarda","430059.43 ","4585109.9 ","2.16201644085230","41.4126526830363"
"2017S007764    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",700824,"Basses d'Horta","0001 0001","Dimarts","2017",9,"Setembre","19","19","Desobeir altres senyals","Tarda","428661.23 ","4586572.47","2.14511569071207","41.4257024453772"
"2017S006588    ",7,"Horta-Guinardó",40,"Montbau",352507,"Vall d'Hebron","0107 0107","Divendres","2017",7,"Juliol","28","22","Desconegut","Nit","428462.82 ","4586546.94","2.14274446157054","41.4254548482427"
"2017S002385    ",7,"Horta-Guinardó",40,"Montbau",80950,"Clarà Ayats","0002 0002","Divendres","2017",3,"Març","24","18","Manca d'atenció a la conducció","Tarda","428733.32 ","4587304.22","2.14589200909018","41.4322994089652"
"2017S008848    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",701267,"Dalt (Besòs)","0005E0000","Dimarts","2017",10,"Octubre","24","20","No determinada","Tarda","428543.18 ","4586839.61","2.14367145695620","41.4280979595255"
"2017S009058    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",701268,"Dalt (Llobregat)","001070000","Dijous","2017",11,"Novembre","2","19","Manca precaució incorporació circulació","Tarda","428507.04 ","4586566.4 ","2.14327131051035","41.4256340561185"
"2017S004479    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",701268,"Dalt (Llobregat)","001080000","Dissabte","2017",5,"Maig","20","20","Manca d'atenció a la conducció","Tarda","428603.33 ","4586835.63","2.14439173262622","41.4280674666095"
"2017S003247    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",701268,"Dalt (Llobregat)","001090000","Dissabte","2017",4,"Abril","8","12","No respectar distàncies","Matí","428544.1  ","4586814.48","2.14368543925749","41.4278717063650"
"2017S003775    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",701268,"Dalt (Llobregat)","001110000","Divendres","2017",4,"Abril","28","07","Avançament defectuós/improcedent","Matí","428595.78 ","4586932.16","2.14428997175599","41.4289361990640"
"2017S009767    ",7,"Horta-Guinardó",40,"Montbau",701267,"Dalt (Besòs)","001100000","Divendres","2017",11,"Novembre","24","07","Canvi de carril sense precaució","Matí","428564.96 ","4586831.81","2.14393301709351","41.4280296471836"
"2017S005968    ",7,"Horta-Guinardó",40,"Montbau",701267,"Dalt (Besòs)","001100000","Diumenge","2017",7,"Juliol","9","15","Canvi de carril sense precaució","Tarda","428564.96 ","4586831.81","2.14393301709351","41.4280296471836"
"2017S001870    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",700651,"Estatut de Catalunya","0075 0075","Dimarts","2017",3,"Març","7","11","Canvi de carril sense precaució","Matí","428603.33 ","4586835.63","2.14439173262622","41.4280674666095"
"2017S000994    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",700651,"Estatut de Catalunya","0079 0079","Dilluns","2017",2,"Febrer","6","14","No respectar distàncies","Tarda","428571.63 ","4586836.81","2.14401224454602","41.4280752736875"
"2017S000765    ",7,"Horta-Guinardó",40,"Montbau",25500,"Arquitectura","0030 0030","Diumenge","2017",1,"Gener","29","10","Desobeir altres senyals","Matí","428895.53 ","4587439   ","2.14781740668495","41.4335277043608"
"2017S004529    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",352507,"Vall d'Hebron","0250 0250","Dilluns","2017",5,"Maig","22","11","Manca d'atenció a la conducció","Matí","429004.76 ","4587726.99","2.14909079401288","41.4361311785133"
