"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_conductor","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud","Latitud"
"2017S004939    ",-1,"Desconegut",-1,"Desconegut",-1,"Motors                                            ","43-51     ","Dimarts","2017",6,"Juny","6","08","Desobeir altres senyals","Matí","427585.89 ","4577869.16","2.19176671948453","41.4116055474339"
"2017S007937    ",-1,"Desconegut",-1,"Desconegut",-1,"Joan XXIII / Martí i Franquès                     ",,"Dimarts","2017",9,"Setembre","26","09","Gir indegut o sense precaució","Matí","426505.49 ","4581655.96","2.19923911839307","41.4196353407890"
"2017S004739    ",-1,"Desconegut",-1,"Desconegut",-1,"Corts Catalanes                                   ","900       ","Dilluns","2017",5,"Maig","29","22","Manca d'atenció a la conducció","Nit","432587.59 ","4584475.05","2.18687450620338","41.4121980134471"
"2017S008779    ",-1,"Desconegut",-1,"Desconegut",-1,"Número 6 Zona Franca / A Zona Franca              ",,"Dilluns","2017",10,"Octubre","23","22","Desobeir altres senyals","Nit","427519.99 ","4575229.36","2.19095468968184","41.4067690351256"
"2017S004350    ",-1,"Desconegut",-1,"Desconegut",-1,"Aguilar                                           ","7-9       ","Dimarts","2017",5,"Maig","16","14","Altres","Tarda","430758.19 ","4586316.94","2.18655705437924","41.4090040571961"
"2017S004109    ",-1,"Desconegut",-1,"Desconegut",-1,"Zona Franca                                       ","3         ","Diumenge","2017",5,"Maig","7","21","No determinada","Tarda","428629.73 ","4578230.12","2.18451968042250","41.4069122437300"
"2017S004184    ",-1,"Desconegut",-1,"Desconegut",-1,"Aribau                                            ","197-199   ","Dijous","2017",5,"Maig","11","09","Canvi de carril sense precaució","Matí","429014.84 ","4583215.45","2.18586348819172","41.4026168030554"
"2017S006855    ",-1,"Desconegut",-1,"Desconegut",-1,"Corts Catalanes                                   ","140       ","Dimecres","2017",8,"Agost","9","05","No determinada","Nit","427871.64 ","4579858.44","2.18868165090266","41.4037652499740"
"2017S003196    ",-1,"Desconegut",-1,"Desconegut",-1,"Sentís                                            ","0025      ","Dijous","2017",4,"Abril","6","15","Manca d'atenció a la conducció","Tarda","433922.08 ","4587917.81","2.18834036439364","41.4113506662103"
"2017S005627    ",-1,"Desconegut",-1,"Desconegut",-1,"Mare de Déu de Port                               ","54        ","Dimecres","2017",6,"Juny","28","12","Altres","Matí","429399.61 ","4578430.43","2.18717246718850","41.4074324537628"
"2017S003570    ",-1,"Desconegut",-1,"Desconegut",-1,"Francesc Ferrer i Guàrdia                         ","0009-0011 ","Divendres","2017",4,"Abril","21","15","Altres","Tarda","428951.34 ","4580345.2 ","2.19788985001602","41.4124875161045"
"2017S010628    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",226400,"Las Navas de Tolosa","0293 0293","Diumenge","2017",12,"Desembre","24","00","Gir indegut o sense precaució","Nit","432141.03 ","4585382.64","2.19095583054977","41.4093110477934"
"2017S003663    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",226400,"Las Navas de Tolosa","0323 0325","Dilluns","2017",4,"Abril","24","21","Desobeir semàfor","Tarda","432024.02 ","4585501.49","2.19633931759060","41.4135143634929"
"2017S010680    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161407,"Indústria","0303 0303","Dimarts","2017",12,"Desembre","26","20","No determinada","Tarda","431863.93 ","4585505.67","2.18788717248325","41.4145382811135"
"2017S003193    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",194406,"Maragall","0052 0054","Dijous","2017",4,"Abril","6","14","Desconegut","Tarda","431629.04 ","4585416.36","2.19526684663895","41.4166872329273"
"2017S008857    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret","0248 0250","Dijous","2017",10,"Octubre","26","09","Desobeir semàfor","Matí","431181.73 ","4585030.22","2.19183199349359","41.4093885419397"
"2017S007334    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",226400,"Las Navas de Tolosa","0343 0343","Divendres","2017",9,"Setembre","1","22","Altres","Nit","431954.6  ","4585556.54","2.19354220381239","41.4136962077680"
"2017S000269    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret","0304X0304X","Dimecres","2017",1,"Gener","11","21","Gir indegut o sense precaució","Tarda","431369.31 ","4584838.67","2.20263257423505","41.4188030978843"
"2017S001202    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",134801,"Freser","0031 0033","Dilluns","2017",2,"Febrer","13","19","Gir indegut o sense precaució","Tarda","431460.81 ","4585127.29","2.21833238318428","41.4069108214777"
"2017S009341    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",90502,"Còrsega","0634 0634","Dissabte","2017",11,"Novembre","11","08","Avançament defectuós/improcedent","Matí","431369.31 ","4584838.67","2.21965720055703","41.4073386588815"
"2017S004180    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",90502,"Còrsega","0653 0653","Dijous","2017",5,"Maig","11","09","No respectar distàncies","Matí","431369.31 ","4584838.67","2.20490934525526","41.4222042177712"
"2017S001826    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",289105,"Rosselló","0541 0543","Dilluns","2017",3,"Març","6","04","Desobeir semàfor","Nit","431461.64 ","4584743.79","2.20632646527512","41.4232764296407"
"2017S009138    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",289105,"Rosselló","0517 0517","Diumenge","2017",11,"Novembre","5","01","Desobeir semàfor","Nit","431461.64 ","4584743.79","2.20490934525526","41.4222042177712"
"2017S006584    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",18505,"Aragó","0533 0533","Divendres","2017",7,"Juliol","28","17","Manca d'atenció a la conducció","Tarda","431877.03 ","4584413.1 ","2.13328896026268","41.3472188464900"
"2017S001133    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",18505,"Aragó","0533 0533","Divendres","2017",2,"Febrer","10","15","Gir indegut o sense precaució","Tarda","431660.6  ","4584737.39","2.11991681526400","41.3812271565483"
"2017S010066    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",191204,"Mallorca","0535 0535","Dissabte","2017",12,"Desembre","2","09","No respectar distàncies","Matí","431792.02 ","4584704.91","2.19233444791618","41.4071510042300"
"2017S009573    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161101,"Independència","0303 0303","Divendres","2017",11,"Novembre","17","21","Altres","Tarda","431748.64 ","4584647.26","2.13281660051173","41.3234370600014"
"2017S008277    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",191204,"Mallorca","0518 0518","Dissabte","2017",10,"Octubre","7","06","Desobeir semàfor","Matí","431651.12 ","4584550.2 ","2.17023815734252","41.4235846238266"
"2017S002462    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",368507,"Xifré","0001 0007","Dimarts","2017",3,"Març","28","08","Desobeir altres senyals","Matí","431837.23 ","4584359.62","2.14572246620060","41.3505631447469"
"2017S006269    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",368507,"Xifré","0030 0030","Dimarts","2017",7,"Juliol","18","10","Manca d'atenció a la conducció","Matí","431814.66 ","4584712.35","2.14974129999050","41.3954984278639"
"2017S000810    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",350308,"València","0609 0609","Dilluns","2017",1,"Gener","30","20","Manca d'atenció a la conducció","Tarda","431922.33 ","4584802.57","2.13646756069008","41.3651612829746"
"2017S009871    ",10,"Sant Martí",65,"el Clot",146902,"Glòries Catalanes","0019 0021","Dilluns","2017",11,"Novembre","27","14","Altres","Tarda","432042    ","4583976.74","2.20792263539846","41.4382698981075"
"2017S008042    ",10,"Sant Martí",72,"Sant Martí de Provençals",169409,"Corts Catalanes","1033 1033","Divendres","2017",9,"Setembre","29","15","No respectar distàncies","Tarda","433366.47 ","4585249.15","2.15490125179939","41.3524351903642"
"2017S004053    ",10,"Sant Martí",72,"Sant Martí de Provençals",153205,"Guipúscoa","0036B0036B","Dilluns","2017",5,"Maig","8","07","Altres","Matí","432876.41 ","4585348.43","2.14931862161514","41.3696414701959"
"2017S010616    ",10,"Sant Martí",65,"el Clot",18505,"Aragó","0560 0560","Dissabte","2017",12,"Desembre","23","11","No respectar distàncies","Matí","431940.62 ","4584488.01","2.18689031416923","41.4152877819504"
"2017S006033    ",10,"Sant Martí",65,"el Clot",161101,"Independència","0265B0265B","Dimarts","2017",7,"Juliol","11","18","No respectar distàncies","Tarda","431934.16 ","4584454.66","2.18547696752069","41.4163483282530"
"2017S006742    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes","0823 0833","Dijous","2017",8,"Agost","3","21","Desobeir semàfor","Tarda","432229.7  ","4584197.87","2.18356105116123","41.4163724057942"
"2017S006641    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes","0823 0833","Dilluns","2017",7,"Juliol","31","10","Canvi de carril sense precaució","Matí","432255.32 ","4584222.72","2.18076074293953","41.4155480511340"
"2017S009107    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes","0823 0833","Dissabte","2017",11,"Novembre","4","08","Desobeir semàfor","Matí","432042    ","4583976.74","2.17545280600587","41.4120320018594"
"2017S004598    ",10,"Sant Martí",72,"Sant Martí de Provençals",169409,"Corts Catalanes","0967E0967E","Dimecres","2017",5,"Maig","24","19","Altres","Tarda","433057.41 ","4585063.19","2.18464017265558","41.4168382654042"
"2017S009419    ",10,"Sant Martí",72,"Sant Martí de Provençals",3406,"Agricultura","0316 0316","Dilluns","2017",11,"Novembre","13","15","Manca d'atenció a la conducció","Tarda","433023.54 ","4586098.38","2.17771875731547","41.4103228277772"
"2017S001809    ",10,"Sant Martí",65,"el Clot",81603,"Clot","0033 0033","Diumenge","2017",3,"Març","5","01","Manca d'atenció a la conducció","Nit","432185.87 ","4584728.44","2.17878071038030","41.4129301491833"
"2017S000137    ",10,"Sant Martí",72,"Sant Martí de Provençals",15201,"Andrade","0110 0110","Divendres","2017",1,"Gener","6","22","Desobeir semàfor","Nit","432261.78 ","4584802.09","2.17771875731547","41.4103228277772"
"2017S003896    ",10,"Sant Martí",72,"Sant Martí de Provençals",268604,"Pont del Treball Digne","0015X0015X","Dimarts","2017",5,"Maig","2","18","Canvi de carril sense precaució","Tarda","432945.98 ","4586161.87","2.17771875731547","41.4103228277772"
"2017S008875    ",10,"Sant Martí",65,"el Clot",42306,"Bilbao","0241 0243","Dijous","2017",10,"Octubre","26","19","Avançament defectuós/improcedent","Tarda","432544.75 ","4584970.03","2.17883412021401","41.4094761597731"
"2017S008974    ",10,"Sant Martí",72,"Sant Martí de Provençals",3406,"Agricultura","0284 0288","Dilluns","2017",10,"Octubre","30","14","Altres","Tarda","433177.51 ","4585855.69","2.17883412021401","41.4094761597731"
"2017S010728    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",209900,"Meridiana","0151B0151B","Dijous","2017",12,"Desembre","28","17","Desobeir altres senyals","Tarda","432136.49 ","4585039.63","2.18384091252642","41.4065330816326"
"2017S008897    ",10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes","0859 0859","Divendres","2017",10,"Octubre","27","12","No respectar distàncies","Matí","432471.87 ","4584433.72","2.18121510760707","41.4094354729915"
"2017S008151    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",209900,"Meridiana","0121 0121","Dimarts","2017",10,"Octubre","3","16","Manca d'atenció a la conducció","Tarda","432106.63 ","4584685.29","2.18279101882125","41.4091541087677"
"2017S001864    ",10,"Sant Martí",65,"el Clot",191204,"Mallorca","0621 0621","Dimarts","2017",3,"Març","7","11","Gir indegut o sense precaució","Matí","431934.16 ","4584454.66","2.18227855121037","41.4086311875892"
"2017S001808    ",10,"Sant Martí",65,"el Clot",191204,"Mallorca","0623 0623","Diumenge","2017",3,"Març","5","02","Desobeir semàfor","Nit","432042    ","4583976.73","2.18112285478852","41.4077487047724"
"2017S002139    ",10,"Sant Martí",65,"el Clot",191204,"Mallorca","0623 0623","Divendres","2017",3,"Març","17","01","Desobeir semàfor","Nit","432278.76 ","4584102.02","2.18337081380528","41.4060480267621"
"2017S010563    ",10,"Sant Martí",65,"el Clot",350308,"València","0640 0644","Dijous","2017",12,"Desembre","21","15","Manca d'atenció a la conducció","Tarda","432258.12 ","4584944.41","2.18306103288166","41.4092230411396"
"2017S000655    ",10,"Sant Martí",65,"el Clot",191204,"Mallorca","0634 0634","Dimecres","2017",1,"Gener","25","10","Desobeir semàfor","Matí","432156.43 ","4584510.33","2.18433898301282","41.4100447595168"
"2017S001670    ",10,"Sant Martí",65,"el Clot",209900,"Meridiana","0200B0200B","Dimecres","2017",3,"Març","1","08","No determinada","Matí","433057.41 ","4585063.19","2.18586348706804","41.4026168931224"
"2017S006956    ",10,"Sant Martí",65,"el Clot",223209,"Municipi","0020 0020","Diumenge","2017",8,"Agost","13","10","Manca precaució incorporació circulació","Matí","432474.6  ","4584715.93","2.20156698748675","41.4141881134294"
"2017S002343    ",10,"Sant Martí",65,"el Clot",209004,"Mercat","0011 0011","Dijous","2017",3,"Març","23","20","Manca d'atenció a la conducció","Tarda","432928.88 ","4585178.39","2.19569266613610","41.4150414795738"
"2017S003378    ",10,"Sant Martí",65,"el Clot",226400,"Las Navas de Tolosa","0289 0289","Dijous","2017",4,"Abril","13","19","Desobeir semàfor","Tarda","432223.56 ","4585298.65","2.18459320796995","41.4072131644941"
"2017S001161    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",209900,"Meridiana","0139 0139","Dissabte","2017",2,"Febrer","11","12","Desobeir altres senyals","Matí","432842.52 ","4585531.47","2.18451968042250","41.4069122437300"
"2017S007340    ",10,"Sant Martí",65,"el Clot",305507,"Sant Joan de Malta","0016 0018","Dissabte","2017",9,"Setembre","2","10","Manca d'atenció a la conducció","Matí","432547.91 ","4584723.85","2.18808402878152","41.4046244050028"
"2017S000726    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",286300,"Rogent","0020 0020","Divendres","2017",1,"Gener","27","17","Gir indegut o sense precaució","Tarda","432695.3  ","4585200.75","2.18838772833096","41.4048503830201"
"2017S001170    ",10,"Sant Martí",70,"el Besòs i el Maresme",188108,"Mestre Alfonso","0033 0033","Dissabte","2017",2,"Febrer","11","22","No cedir la dreta","Nit","433460.24 ","4585760.68","2.18586348706804","41.4026168931224"
"2017S010065    ",10,"Sant Martí",70,"el Besòs i el Maresme",701266,"Litoral (Llobregat)","000590000","Dissabte","2017",12,"Desembre","2","06","Desobeir semàfor","Matí","434760.33 ","4584428.46","2.19788985001602","41.4124875161045"
"2017S008605    ",10,"Sant Martí",70,"el Besòs i el Maresme",701266,"Litoral (Llobregat)","000590000","Dimecres","2017",10,"Octubre","18","20","No respectar distàncies","Tarda","434871.49 ","4584474.96","2.19736989708159","41.4218083459445"
"2017S010570    ",10,"Sant Martí",73,"la Verneda i la Pau",266405,"Prim","0196 0196","Dijous","2017",12,"Desembre","21","18","No respectat pas de vianants","Tarda","433653.97 ","4586136.52","2.18750019919623","41.4093993915327"
"2017S006703    ",10,"Sant Martí",73,"la Verneda i la Pau",153205,"Guipúscoa","0162X0162X","Dimecres","2017",8,"Agost","2","17","Desobeir altres senyals","Tarda","433773.48 ","4586254.47","2.18840009929845","41.4100691416638"
"2017S006806    ",10,"Sant Martí",73,"la Verneda i la Pau",266405,"Prim","0192 0194","Diumenge","2017",8,"Agost","6","23","Desobeir semàfor","Nit","433653.97 ","4586136.52","2.19643478009584","41.4223737058914"
"2017S005612    ",10,"Sant Martí",73,"la Verneda i la Pau",266405,"Prim","0192 0194","Dimarts","2017",6,"Juny","27","21","Manca d'atenció a la conducció","Tarda","433697.47 ","4586135.96","2.20542992504908","41.4222027683791"
"2017S000612    ",10,"Sant Martí",70,"el Besòs i el Maresme",241700,"Palerm","0007 0007","Dilluns","2017",1,"Gener","23","18","Gir indegut o sense precaució","Tarda","433157.99 ","4586274.18","2.19895925533539","41.4234029315724"
"2017S001028    ",10,"Sant Martí",70,"el Besòs i el Maresme",74608,"Catània","0004 0004","Dimarts","2017",2,"Febrer","7","14","Avançament defectuós/improcedent","Tarda","433448.26 ","4585425   ","2.20252619709501","41.4157787293042"
"2017S004955    ",10,"Sant Martí",72,"Sant Martí de Provençals",3406,"Agricultura","0251 0251","Dimarts","2017",6,"Juny","6","16","Desobeir semàfor","Tarda","433270.56 ","4585763.3 ","2.20036270641792","41.4188109509816"
"2017S006800    ",10,"Sant Martí",72,"Sant Martí de Provençals",3406,"Agricultura","0260 0260","Diumenge","2017",8,"Agost","6","05","Manca d'atenció a la conducció","Nit","433270.56 ","4585763.3 ","2.20036270641792","41.4188109509816"
"2017S010657    ",10,"Sant Martí",73,"la Verneda i la Pau",266405,"Prim","0135 0137","Dilluns","2017",12,"Desembre","25","23","Desobeir semàfor","Nit","433840.49 ","4585944.54","2.20716225472574","41.4204905024954"
"2017S001257    ",10,"Sant Martí",73,"la Verneda i la Pau",343200,"Trajana","0040 0040","Dimecres","2017",2,"Febrer","15","01","Desobeir semàfor","Nit","433653.97 ","4586136.52","2.20490934525526","41.4222042177712"
"2017S008208    ",10,"Sant Martí",73,"la Verneda i la Pau",208205,"Menorca","0033 0033","Dijous","2017",10,"Octubre","5","06","Altres","Matí","433180.78 ","4586046.78","2.19925711344479","41.4213567046332"
"2017S007634    ",10,"Sant Martí",73,"la Verneda i la Pau",357500,"Verneda","0025 0025","Divendres","2017",9,"Setembre","15","09","Canvi de carril sense precaució","Matí","433918.15 ","4586397.03","2.20804201297295","41.4245723515574"
"2017S003328    ",10,"Sant Martí",72,"Sant Martí de Provençals",342503,"Treball","0197 0197","Dimecres","2017",4,"Abril","12","09","Manca d'atenció a la conducció","Matí","433363.23 ","4585479.22","2.20150285617028","41.4162600206616"
"2017S006670    ",10,"Sant Martí",71,"Provençals del Poblenou",322608,"Selva de Mar","0091U0091U","Dimarts","2017",8,"Agost","1","20","Gir indegut o sense precaució","Tarda","433757.51 ","4584880.79","2.20628594069318","41.4109027502124"
"2017S006089    ",10,"Sant Martí",73,"la Verneda i la Pau",153205,"Guipúscoa","0103 0105","Dijous","2017",7,"Juliol","13","09","Canvi de carril sense precaució","Matí","433366.06 ","4585856.75","2.20149508792770","41.4196605610278"
"2017S003161    ",10,"Sant Martí",71,"Provençals del Poblenou",94300,"Cristóbal de Moura","0137 0137","Dimecres","2017",4,"Abril","5","19","Desobeir semàfor","Tarda","433946.2  ","4585071.93","2.20852251735437","41.4126398424853"
"2017S008854    ",10,"Sant Martí",71,"Provençals del Poblenou",249304,"Pere IV","0400 0404","Dijous","2017",10,"Octubre","26","08","Manca d'atenció a la conducció","Matí","433591.48 ","4584940.11","2.20429306379633","41.4114233158410"
"2017S008057    ",10,"Sant Martí",70,"el Besòs i el Maresme",266405,"Prim","0027X0027X","Divendres","2017",9,"Setembre","29","19","No determinada","Tarda","434701.03 ","4585065.69","2.21755413724495","41.4126453820455"
"2017S004190    ",10,"Sant Martí",70,"el Besòs i el Maresme",266405,"Prim","0090 0090","Dijous","2017",5,"Maig","11","15","Desobeir semàfor","Tarda","434328.9  ","4585442.7 ","2.21306093178751","41.4160106657465"
"2017S000589    ",10,"Sant Martí",70,"el Besòs i el Maresme",242906,"Pallars","0481 0481","Diumenge","2017",1,"Gener","22","09","Altres","Matí","433942.83 ","4585841.27","2.20839810741224","41.4195688059842"
"2017S004209    ",10,"Sant Martí",70,"el Besòs i el Maresme",44403,"Bolívia","0341 0341","Divendres","2017",5,"Maig","12","00","Desobeir altres senyals","Nit","434044.54 ","4585541.26","2.20964785986092","41.4168750591311"
"2017S009116    ",10,"Sant Martí",71,"Provençals del Poblenou",356202,"Veneçuela","0049 0049","Dissabte","2017",11,"Novembre","4","17","Desobeir altres senyals","Tarda","433846.46 ","4584792.84","2.20735975134894","41.4101179403856"
"2017S000526    ",10,"Sant Martí",70,"el Besòs i el Maresme",266405,"Prim","0115 0115","Divendres","2017",1,"Gener","20","09","No respectat pas de vianants","Matí","434039.87 ","4585166.59","2.20963287372697","41.4135001209317"
"2017S002400    ",10,"Sant Martí",68,"el Poblenou",124604,"Ferrocarril","0017 0017","Divendres","2017",3,"Març","24","23","Desobeir semàfor","Nit","433625.38 ","4585017.54","2.20469013993109","41.4121235100606"
"2017S001044    ",10,"Sant Martí",70,"el Besòs i el Maresme",266405,"Prim","0081X0081X","Dimecres","2017",2,"Febrer","8","08","Altres","Matí","433427.03 ","4584453.69","2.20237915461849","41.4070286441965"
"2017S001690    ",10,"Sant Martí",68,"el Poblenou",55501,"Calvell","0017 0017","Dimecres","2017",3,"Març","1","15","Desconegut","Tarda","433155.6  ","4584900.4 ","2.19908260978732","41.4110294922504"
"2017S004333    ",10,"Sant Martí",68,"el Poblenou",55501,"Calvell","0019 0021","Dilluns","2017",5,"Maig","15","20","Desconegut","Tarda","433738.98 ","4583370.22","2.20622976769457","41.3972958983033"
"2017S005050    ",10,"Sant Martí",70,"el Besòs i el Maresme",701414,"C-31","020840000","Divendres","2017",6,"Juny","9","12","No respectat pas de vianants","Matí","433942.83 ","4585841.27","2.20839810741224","41.4195688059842"
"2017S007734    ",10,"Sant Martí",68,"el Poblenou",701265,"Litoral (Besòs)","000760000","Dilluns","2017",9,"Setembre","18","22","No determinada","Nit","433705.19 ","4583102.38","2.20585494404211","41.3948807401183"
"2017S010654    ",10,"Sant Martí",68,"el Poblenou",701265,"Litoral (Besòs)","000760000","Dilluns","2017",12,"Desembre","25","19","No determinada","Tarda","433630.18 ","4583034.46","2.20496520578107","41.3942628081187"
"2017S006353    ",10,"Sant Martí",68,"el Poblenou",701266,"Litoral (Llobregat)","000730000","Dijous","2017",7,"Juliol","20","21","Canvi de carril sense precaució","Tarda","433904.9  ","4583333.52","2.20821840906460","41.3969790178321"
"2017S004450    ",10,"Sant Martí",68,"el Poblenou",701266,"Litoral (Llobregat)","000740000","Divendres","2017",5,"Maig","19","20","Manca d'atenció a la conducció","Tarda","433762.35 ","4583188.31","2.20652922268448","41.3956594056714"
"2017S001907    ",10,"Sant Martí",68,"el Poblenou",75702,"Carmen Amaya","0008X0010","Dimecres","2017",3,"Març","8","20","Gir indegut o sense precaució","Tarda","432933.13 ","4584669.82","2.19644658874088","41.4089341732966"
"2017S002346    ",10,"Sant Martí",68,"el Poblenou",700654,"Litoral","0070 0070","Dijous","2017",3,"Març","23","20","Manca d'atenció a la conducció","Tarda","433081.87 ","4584996.69","2.19818985453742","41.4118906082467"
"2017S008983    ",10,"Sant Martí",68,"el Poblenou",701266,"Litoral (Llobregat)","000790000","Dilluns","2017",10,"Octubre","30","15","Desobeir semàfor","Tarda","433443.3  ","4582903.44","2.20274438270791","41.3930672838900"
"2017S004402    ",10,"Sant Martí",71,"Provençals del Poblenou",253902,"Perú","0044X0044X","Dijous","2017",5,"Maig","18","10","No cedir la dreta","Matí","432709.25 ","4584421.07","2.19379589115974","41.4066750245401"
"2017S001382    ",10,"Sant Martí",68,"el Poblenou",183603,"Llacuna","0051 0051","Diumenge","2017",2,"Febrer","19","00","Desobeir semàfor","Nit","433476.69 ","4585173.83","2.20289399995987","41.4135188665646"
"2017S001144    ",10,"Sant Martí",68,"el Poblenou",183603,"Llacuna","0075 0081","Divendres","2017",2,"Febrer","10","20","No respectar distàncies","Tarda","433509.45 ","4585389.78","2.20326219509310","41.4154665824390"
"2017S004129    ",10,"Sant Martí",71,"Provençals del Poblenou",115603,"Espronceda","0201 0201","Dimarts","2017",5,"Maig","9","17","Desobeir semàfor","Tarda","433092.71 ","4584796.53","2.19834169808027","41.4100887265074"
"2017S003377    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"C-31","020710000","Dijous","2017",4,"Abril","13","18","Manca d'atenció a la conducció","Tarda","433081.87 ","4584996.69","2.19818985453742","41.4118906082467"
"2017S000073    ",10,"Sant Martí",71,"Provençals del Poblenou",195409,"Maresme","0186 0186","Dimecres","2017",1,"Gener","4","11","No respectar distàncies","Matí","432874.51 ","4583632.02","2.19586048748516","41.3995820964616"
"2017S001678    ",10,"Sant Martí",71,"Provençals del Poblenou",44403,"Bolívia","0202 0204","Dimecres","2017",3,"Març","1","08","Avançament defectuós/improcedent","Matí","433406.97 ","4582829.32","2.20231801214324","41.3923966928595"
"2017S006617    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,"C-31","020680000","Diumenge","2017",7,"Juliol","30","12","Canvi de carril sense precaució","Matí","432742.24 ","4584739.03","2.19415518188527","41.4095415631540"
"2017S007904    ",10,"Sant Martí",71,"Provençals del Poblenou",169409,"Corts Catalanes","1004 1004","Diumenge","2017",9,"Setembre","24","09","Desobeir semàfor","Matí","433081.87 ","4584996.69","2.19818985453742","41.4118906082467"
"2017S005330    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",175004,"Jonquera","0001X0003X","Diumenge","2017",6,"Juny","18","11","No cedir la dreta","Matí","433795.71 ","4583714.72","2.20687063082643","41.4004034033327"
"2017S005770    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",180401,"Lope de Vega","0002X0002X","Dilluns","2017",7,"Juliol","3","16","Desconegut","Tarda","434027.47 ","4583742.08","2.20963994786136","41.4006688958904"
"2017S002545    ",10,"Sant Martí",71,"Provençals del Poblenou",175503,"Klein","0009 0009","Dijous","2017",3,"Març","30","13","Manca d'atenció a la conducció","Matí","433406.97 ","4582829.32","2.20231801214324","41.3923966928595"
"2017S001101    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",242906,"Pallars","0416 0416","Dijous","2017",2,"Febrer","9","19","No respectat pas de vianants","Tarda","433555.45 ","4583558.48","2.20401381891092","41.3989763512973"
"2017S005879    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",322608,"Selva de Mar","0046X0046X","Dimecres","2017",7,"Juliol","5","23","Desobeir semàfor","Nit","433985.17 ","4584651.81","2.20903464026112","41.4088591342720"
"2017S008468    ",10,"Sant Martí",68,"el Poblenou",42306,"Bilbao","0034 0036","Dissabte","2017",10,"Octubre","14","18","Manca d'atenció a la conducció","Tarda","433562.3  ","4583943.06","2.20405351182464","41.4024407332254"
"2017S004272    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",30409,"Bac de Roda","0098X0098X","Dissabte","2017",5,"Maig","13","22","Gir indegut o sense precaució","Nit","433559.9  ","4584512.34","2.20396225337514","41.4075678926274"
"2017S006230    ",10,"Sant Martí",68,"el Poblenou",30409,"Bac de Roda","0099 0099","Dilluns","2017",7,"Juliol","17","14","Gir indegut o sense precaució","Tarda","433607.3  ","4584461.61","2.20453488201805","41.4071149007998"
"2017S006175    ",10,"Sant Martí",68,"el Poblenou",346800,"Poblenou","0093 0095","Divendres","2017",7,"Juliol","14","19","Altres","Tarda","433179.01 ","4583945.06","2.19946826110642","41.4024269522109"
"2017S010532    ",10,"Sant Martí",68,"el Poblenou",270901,"Pujades","0272 0272","Dimecres","2017",12,"Desembre","20","13","Gir indegut o sense precaució","Matí","433649.35 ","4584225.94","2.20506379374811","41.4049957570315"
"2017S006716    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",243206,"Pamplona","0076 0076","Dijous","2017",8,"Agost","3","08","No respectat pas de vianants","Matí","432565.12 ","4583244.66","2.19220282233523","41.3960673384834"
"2017S005275    ",10,"Sant Martí",68,"el Poblenou",249304,"Pere IV","0213 0213","Divendres","2017",6,"Juny","16","13","Gir indegut o sense precaució","Matí","433259.93 ","4584329.16","2.20039385898112","41.4058931668458"
